OBJECTID,COUNTYR,Cnt_COUNTYR
-1,0.000000000000000,2
-1,5.000000000000000,12810
-1,15.000000000000000,100
-1,77.000000000000000,18
-1,81.000000000000000,2
-1,139.000000000000000,15
-1,159.000000000000000,82
