OBJECTID,COUNTYL,Cnt_COUNTYL
-1,0.000000000000000,1
-1,5.000000000000000,12838
-1,15.000000000000000,9
-1,77.000000000000000,10
-1,81.000000000000000,29
-1,139.000000000000000,137
-1,159.000000000000000,5
