OBJECTID,EPT,Cnt_EPT
-1,3004604,1
-1,3004605,1
-1,3004606,2
-1,3004609,1
-1,3004612,3
-1,3004617,1
-1,3004618,1
-1,3004630,2
-1,3004633,1
-1,3004642,1
-1,3004653,1
-1,3004656,1
-1,3004660,1
-1,3004661,1
-1,3004662,1
-1,3004671,1
-1,3004685,1
-1,3004686,1
-1,3004691,2
-1,3004697,2
-1,3004698,1
-1,3004703,1
-1,3004710,1
-1,3004714,2
-1,3004719,1
-1,3004738,1
-1,3004741,1
-1,3004742,1
-1,3004744,1
-1,3004748,1
-1,3004749,2
-1,3004750,1
-1,3004751,1
-1,3004752,1
-1,3004755,1
-1,3004756,2
-1,3004757,1
-1,3004759,2
-1,3004760,2
-1,3004761,2
-1,3004763,3
-1,3004771,2
-1,3004776,1
-1,3004780,2
-1,3004785,1
-1,3004787,2
-1,3004788,1
-1,3004789,1
-1,3004799,3
-1,3004800,1
-1,3004803,2
-1,3004804,1
-1,3004805,1
-1,3004811,1
-1,3004813,1
-1,3004819,2
-1,3004827,1
-1,3004828,1
-1,3004829,2
-1,3004833,1
-1,3004839,2
-1,3004841,2
-1,3004845,1
-1,3004852,1
-1,3004855,1
-1,3004857,1
-1,3004858,1
-1,3004859,1
-1,3004861,1
-1,3004864,1
-1,3004879,2
-1,3004882,1
-1,3004886,1
-1,3004888,2
-1,3004889,2
-1,3004890,2
-1,3004894,1
-1,3004895,2
-1,3004896,1
-1,3004899,3
-1,3004901,3
-1,3004903,1
-1,3004905,2
-1,3004906,1
-1,3004907,1
-1,3004909,1
-1,3004912,2
-1,3004917,1
-1,3004919,1
-1,3004921,1
-1,3004924,1
-1,3004925,1
-1,3004936,1
-1,3004937,1
-1,3004942,1
-1,3004944,1
-1,3004945,1
-1,3004946,2
-1,3004947,1
-1,3004952,1
-1,3004953,2
-1,3004954,1
-1,3004961,1
-1,3004965,1
-1,3004966,1
-1,3004969,1
-1,3004971,2
-1,3004972,1
-1,3004978,2
-1,3004980,2
-1,3004981,1
-1,3004982,1
-1,3004983,2
-1,3004985,1
-1,3004989,1
-1,3004990,1
-1,3004991,1
-1,3004996,1
-1,3005002,1
-1,3005005,2
-1,3005010,2
-1,3005011,2
-1,3005016,2
-1,3005017,1
-1,3005020,2
-1,3005022,1
-1,3005023,1
-1,3005024,1
-1,3005028,1
-1,3005031,2
-1,3005034,1
-1,3005036,1
-1,3005037,2
-1,3005038,1
-1,3005040,2
-1,3005043,1
-1,3005044,1
-1,3005045,1
-1,3005047,1
-1,3005048,2
-1,3005051,1
-1,3005052,2
-1,3005053,1
-1,3005055,1
-1,3005056,1
-1,3005057,2
-1,3005059,1
-1,3005060,1
-1,3005063,1
-1,3005064,1
-1,3005066,1
-1,3005068,1
-1,3005071,1
-1,3005072,1
-1,3005075,1
-1,3005076,2
-1,3005078,2
-1,3005081,2
-1,3005087,2
-1,3005089,1
-1,3005092,1
-1,3005096,1
-1,3005099,2
-1,3005103,1
-1,3005105,1
-1,3005106,1
-1,3005107,1
-1,3005108,1
-1,3005109,2
-1,3005112,1
-1,3005117,1
-1,3005122,2
-1,3005123,2
-1,3005138,1
-1,3005143,2
-1,3005146,1
-1,3005147,1
-1,3005148,2
-1,3005149,2
-1,3005156,1
-1,3005166,1
-1,3005167,3
-1,3005169,4
-1,3005176,1
-1,3005179,1
-1,3005180,1
-1,3005181,2
-1,3005186,2
-1,3005188,1
-1,3005193,1
-1,3005196,1
-1,3005198,1
-1,3005199,2
-1,3005200,1
-1,3005205,1
-1,3005230,1
-1,3005232,1
-1,3005233,1
-1,3005234,1
-1,3005236,2
-1,3005237,2
-1,3005247,1
-1,3005250,3
-1,3005251,1
-1,3005255,2
-1,3005256,1
-1,3005257,1
-1,3005265,1
-1,3005271,1
-1,3005272,1
-1,3005273,2
-1,3005274,2
-1,3005276,1
-1,3005277,2
-1,3005279,2
-1,3005282,1
-1,3005283,1
-1,3005284,2
-1,3005285,1
-1,3005286,1
-1,3005287,1
-1,3005288,1
-1,3005290,2
-1,3005293,1
-1,3005294,1
-1,3005297,1
-1,3005301,1
-1,3005307,2
-1,3005312,1
-1,3005314,1
-1,3005317,2
-1,3005318,1
-1,3005319,2
-1,3005320,1
-1,3005322,1
-1,3005325,2
-1,3005333,2
-1,3005334,2
-1,3005335,1
-1,3005336,2
-1,3005337,2
-1,3005338,2
-1,3005339,1
-1,3005341,2
-1,3005344,2
-1,3005346,1
-1,3005347,2
-1,3005353,1
-1,3005354,1
-1,3005356,2
-1,3005357,1
-1,3005358,1
-1,3005360,1
-1,3005362,1
-1,3005364,1
-1,3005365,1
-1,3005367,1
-1,3005368,1
-1,3005370,1
-1,3005374,1
-1,3005376,2
-1,3005377,1
-1,3005379,1
-1,3005381,1
-1,3005382,1
-1,3005386,1
-1,3005389,2
-1,3005391,1
-1,3005394,1
-1,3005396,1
-1,3005399,1
-1,3005400,2
-1,3005403,1
-1,3005406,1
-1,3005407,2
-1,3005408,2
-1,3005415,1
-1,3005418,2
-1,3005419,2
-1,3005420,2
-1,3005421,2
-1,3005422,2
-1,3005424,2
-1,3005426,1
-1,3005429,1
-1,3005435,2
-1,3005448,1
-1,3005452,1
-1,3005454,1
-1,3005455,1
-1,3005459,1
-1,3005461,1
-1,3005462,2
-1,3005463,2
-1,3005464,1
-1,3005465,3
-1,3005467,1
-1,3005468,1
-1,3005469,1
-1,3005472,2
-1,3005473,2
-1,3005479,1
-1,3005480,1
-1,3005493,1
-1,3005496,1
-1,3005497,1
-1,3005508,1
-1,3005509,1
-1,3005510,1
-1,3005511,2
-1,3005512,2
-1,3005514,2
-1,3005516,1
-1,3005517,2
-1,3005518,2
-1,3005521,1
-1,3005522,1
-1,3005525,2
-1,3005533,2
-1,3005534,1
-1,3005535,1
-1,3005536,2
-1,3005538,1
-1,3005543,1
-1,3005544,1
-1,3005545,2
-1,3005546,1
-1,3005547,1
-1,3005549,1
-1,3005553,2
-1,3005555,2
-1,3005556,1
-1,3005557,1
-1,3005559,1
-1,3005562,1
-1,3005563,1
-1,3005564,2
-1,3005566,2
-1,3005568,1
-1,3005570,1
-1,3005572,1
-1,3005573,2
-1,3005578,1
-1,3005579,1
-1,3005583,2
-1,3005585,2
-1,3005586,1
-1,3005588,1
-1,3005590,1
-1,3005593,1
-1,3005594,2
-1,3005595,2
-1,3005596,1
-1,3005600,2
-1,3005603,2
-1,3005604,2
-1,3005605,2
-1,3005609,2
-1,3005611,2
-1,3005612,1
-1,3005613,1
-1,3005614,1
-1,3005615,1
-1,3005616,1
-1,3005617,1
-1,3005619,1
-1,3005620,1
-1,3005625,1
-1,3005626,1
-1,3005628,2
-1,3005629,1
-1,3005630,2
-1,3005632,1
-1,3005633,2
-1,3005634,2
-1,3005635,1
-1,3005636,2
-1,3005646,1
-1,3005654,1
-1,3005663,1
-1,3005665,2
-1,3005671,2
-1,3005674,2
-1,3005677,1
-1,3005684,1
-1,3005685,1
-1,3005688,1
-1,3005689,1
-1,3005691,1
-1,3005692,1
-1,3005695,1
-1,3005697,2
-1,3005698,1
-1,3005699,2
-1,3005700,2
-1,3005701,1
-1,3005705,2
-1,3005711,1
-1,3005717,1
-1,3005725,2
-1,3005726,1
-1,3005731,1
-1,3005732,2
-1,3005733,1
-1,3005735,1
-1,3005736,2
-1,3005739,1
-1,3005743,2
-1,3005750,1
-1,3005751,2
-1,3005753,2
-1,3005755,1
-1,3005763,1
-1,3005764,1
-1,3005766,1
-1,3005773,1
-1,3005775,2
-1,3005776,1
-1,3005778,2
-1,3005779,1
-1,3005780,1
-1,3005782,1
-1,3005785,1
-1,3005787,1
-1,3005789,1
-1,3005791,1
-1,3005794,1
-1,3005795,1
-1,3005796,1
-1,3005797,1
-1,3005800,2
-1,3005801,1
-1,3005805,1
-1,3005818,1
-1,3005822,2
-1,3005823,1
-1,3005826,1
-1,3005830,2
-1,3005834,2
-1,3005835,1
-1,3005836,1
-1,3005838,1
-1,3005841,1
-1,3005851,2
-1,3005854,1
-1,3005856,1
-1,3005867,2
-1,3005868,1
-1,3005870,1
-1,3005874,1
-1,3005877,1
-1,3005878,1
-1,3005884,2
-1,3005886,1
-1,3005890,1
-1,3005900,2
-1,3005904,1
-1,3005907,2
-1,3005908,1
-1,3005910,2
-1,3005913,1
-1,3005917,1
-1,3005918,1
-1,3005926,2
-1,3005935,1
-1,3005936,1
-1,3005939,1
-1,3005940,1
-1,3005946,1
-1,3005950,1
-1,3005951,1
-1,3005953,1
-1,3005956,1
-1,3005968,1
-1,3005969,1
-1,3005973,1
-1,3005976,1
-1,3005983,2
-1,3005985,1
-1,3005988,1
-1,3005989,1
-1,3005990,2
-1,3005992,1
-1,3005995,1
-1,3005996,2
-1,3005997,2
-1,3006000,2
-1,3006001,1
-1,3006002,2
-1,3006004,1
-1,3006006,1
-1,3006008,1
-1,3006009,1
-1,3006012,1
-1,3006013,2
-1,3006026,1
-1,3006028,1
-1,3006029,1
-1,3006035,2
-1,3006040,1
-1,3006043,1
-1,3006051,2
-1,3006052,1
-1,3006059,2
-1,3006061,2
-1,3006062,1
-1,3006063,1
-1,3006068,1
-1,3006069,1
-1,3006070,1
-1,3006072,1
-1,3006078,2
-1,3006080,1
-1,3006085,1
-1,3006086,2
-1,3006093,1
-1,3006097,1
-1,3006098,2
-1,3006099,1
-1,3006101,2
-1,3006103,2
-1,3006104,1
-1,3006107,2
-1,3006114,1
-1,3006115,1
-1,3006121,1
-1,3006125,1
-1,3006128,1
-1,3006130,2
-1,3006133,2
-1,3006135,1
-1,3006139,2
-1,3006145,1
-1,3006164,1
-1,3006170,1
-1,3006181,1
-1,3006197,2
-1,3006199,1
-1,3006203,2
-1,3006208,1
-1,3006212,2
-1,3006215,1
-1,3006216,2
-1,3006218,1
-1,3006221,2
-1,3006222,1
-1,3006232,1
-1,3006236,1
-1,3006237,2
-1,3006240,1
-1,3006253,2
-1,3006258,2
-1,3006262,2
-1,3006264,2
-1,3006270,1
-1,3006275,2
-1,3006276,1
-1,3006284,1
-1,3006287,1
-1,3006294,1
-1,3006296,1
-1,3006308,1
-1,3006316,1
-1,3006319,1
-1,3006323,1
-1,3006331,2
-1,3006336,1
-1,3006344,2
-1,3006346,2
-1,3006347,2
-1,3006348,1
-1,3006350,1
-1,3006355,1
-1,3006364,2
-1,3006365,1
-1,3006367,1
-1,3006369,1
-1,3006371,1
-1,3006372,1
-1,3006373,1
-1,3006374,2
-1,3006375,1
-1,3006376,1
-1,3006377,2
-1,3006378,2
-1,3006379,2
-1,3006382,1
-1,3006385,1
-1,3006386,2
-1,3006391,1
-1,3006395,2
-1,3006397,1
-1,3006399,2
-1,3006400,2
-1,3006401,2
-1,3006402,1
-1,3006403,2
-1,3006404,1
-1,3006405,1
-1,3006406,1
-1,3006407,1
-1,3006410,1
-1,3006413,1
-1,3006419,1
-1,3006423,1
-1,3006424,1
-1,3006426,1
-1,3006431,1
-1,3006432,1
-1,3006433,1
-1,3006434,2
-1,3006440,1
-1,3006442,1
-1,3006443,2
-1,3006445,2
-1,3006446,2
-1,3006447,2
-1,3006448,2
-1,3006449,2
-1,3006451,2
-1,3006460,1
-1,3006461,1
-1,3006463,1
-1,3006469,1
-1,3006471,1
-1,3006472,1
-1,3006475,1
-1,3006479,2
-1,3006480,2
-1,3006482,1
-1,3006485,2
-1,3006489,1
-1,3006490,1
-1,3006493,2
-1,3006495,2
-1,3006496,1
-1,3006497,2
-1,3006498,1
-1,3006500,2
-1,3006503,2
-1,3006505,1
-1,3006507,1
-1,3006512,1
-1,3006524,1
-1,3006525,1
-1,3006526,1
-1,3006528,1
-1,3006540,1
-1,3006541,1
-1,3006542,2
-1,3006545,2
-1,3006546,1
-1,3006547,2
-1,3006548,2
-1,3006549,2
-1,3006552,2
-1,3006555,2
-1,3006559,1
-1,3006563,1
-1,3006568,1
-1,3006579,1
-1,3006580,2
-1,3006581,2
-1,3006583,1
-1,3006584,1
-1,3006585,2
-1,3006587,2
-1,3006589,2
-1,3006595,1
-1,3006604,1
-1,3006619,1
-1,3006620,1
-1,3006627,2
-1,3006629,2
-1,3006632,2
-1,3006634,2
-1,3006637,2
-1,3006638,1
-1,3006639,2
-1,3006643,1
-1,3006646,1
-1,3006647,2
-1,3006649,2
-1,3006650,2
-1,3006652,1
-1,3006655,1
-1,3006657,1
-1,3006664,1
-1,3006665,1
-1,3006666,1
-1,3006667,1
-1,3006675,1
-1,3006691,2
-1,3006692,3
-1,3006693,1
-1,3006694,2
-1,3006695,1
-1,3006697,2
-1,3006703,2
-1,3006704,2
-1,3006707,2
-1,3006708,2
-1,3006709,1
-1,3006711,1
-1,3006712,1
-1,3006713,1
-1,3006714,1
-1,3006715,1
-1,3006716,1
-1,3006720,1
-1,3006725,1
-1,3006740,3
-1,3006744,2
-1,3006754,2
-1,3006757,2
-1,3006759,1
-1,3006762,2
-1,3006764,2
-1,3006765,3
-1,3006766,2
-1,3006767,1
-1,3006768,2
-1,3006769,2
-1,3006771,2
-1,3006772,1
-1,3006776,1
-1,3006777,2
-1,3006778,2
-1,3006779,1
-1,3006780,1
-1,3006781,1
-1,3006790,1
-1,3006792,2
-1,3006793,1
-1,3006795,2
-1,3006796,2
-1,3006797,1
-1,3006798,1
-1,3006799,1
-1,3006803,1
-1,3006810,2
-1,3006818,2
-1,3006819,1
-1,3006821,1
-1,3006822,1
-1,3006823,1
-1,3006824,2
-1,3006835,2
-1,3006840,1
-1,3006843,2
-1,3006845,1
-1,3006846,1
-1,3006847,2
-1,3006848,1
-1,3006849,1
-1,3006851,2
-1,3006855,2
-1,3006856,1
-1,3006857,2
-1,3006862,2
-1,3006871,1
-1,3006878,1
-1,3006879,1
-1,3006882,1
-1,3006888,1
-1,3006891,1
-1,3006902,2
-1,3006904,2
-1,3006910,1
-1,3006913,1
-1,3006916,2
-1,3006925,1
-1,3006926,1
-1,3006927,2
-1,3006932,1
-1,3006933,2
-1,3006934,1
-1,3006937,1
-1,3006940,1
-1,3006942,1
-1,3006949,2
-1,3006954,1
-1,3006955,1
-1,3006957,1
-1,3006960,3
-1,3006971,1
-1,3006972,1
-1,3006974,2
-1,3006975,1
-1,3006977,1
-1,3006980,1
-1,3006982,1
-1,3006983,1
-1,3006994,1
-1,3006995,1
-1,3006999,3
-1,3007011,4
-1,3007018,1
-1,3007026,1
-1,3007040,1
-1,3007042,1
-1,3007043,1
-1,3007058,1
-1,3007061,1
-1,3007063,2
-1,3007064,1
-1,3007066,1
-1,3007070,1
-1,3007072,1
-1,3007074,1
-1,3007075,1
-1,3007076,1
-1,3007078,1
-1,3007079,1
-1,3007083,2
-1,3007084,1
-1,3007085,4
-1,3007088,1
-1,3007092,1
-1,3007096,2
-1,3007102,2
-1,3007110,1
-1,3007116,1
-1,3007118,1
-1,3007121,2
-1,3007126,1
-1,3007128,1
-1,3007133,1
-1,3007137,2
-1,3007139,2
-1,3007140,2
-1,3007141,1
-1,3007146,1
-1,3007147,2
-1,3007148,1
-1,3007152,1
-1,3007156,1
-1,3007157,1
-1,3007160,2
-1,3007163,2
-1,3007165,1
-1,3007171,1
-1,3007172,1
-1,3007177,1
-1,3007179,2
-1,3007180,1
-1,3007181,1
-1,3007182,2
-1,3007186,1
-1,3007187,2
-1,3007189,1
-1,3007190,1
-1,3007193,1
-1,3007195,1
-1,3007198,2
-1,3007200,2
-1,3007201,2
-1,3007202,2
-1,3007205,2
-1,3007208,1
-1,3007215,1
-1,3007216,1
-1,3007221,1
-1,3007225,2
-1,3007227,1
-1,3007228,1
-1,3007229,1
-1,3007252,2
-1,3007253,2
-1,3007254,2
-1,3007255,2
-1,3007256,2
-1,3007260,1
-1,3007264,1
-1,3007265,1
-1,3007267,1
-1,3007271,3
-1,3007273,1
-1,3007278,1
-1,3007280,1
-1,3007282,1
-1,3007289,1
-1,3007291,1
-1,3007292,2
-1,3007293,2
-1,3007295,2
-1,3007296,2
-1,3007298,2
-1,3007300,2
-1,3007301,2
-1,3007304,2
-1,3007305,1
-1,3007306,2
-1,3007307,2
-1,3007309,1
-1,3007312,2
-1,3007314,1
-1,3007316,2
-1,3007318,2
-1,3007319,1
-1,3007320,1
-1,3007334,1
-1,3007336,1
-1,3007337,2
-1,3007339,2
-1,3007340,2
-1,3007341,1
-1,3007342,2
-1,3007343,2
-1,3007344,2
-1,3007346,1
-1,3007349,2
-1,3007352,1
-1,3007354,1
-1,3007357,1
-1,3007359,1
-1,3007363,1
-1,3007368,1
-1,3007369,1
-1,3007370,1
-1,3007379,1
-1,3007380,1
-1,3007386,2
-1,3007387,2
-1,3007389,2
-1,3007392,1
-1,3007393,2
-1,3007395,2
-1,3007398,1
-1,3007403,1
-1,3007405,1
-1,3007409,2
-1,3007411,1
-1,3007414,1
-1,3007424,1
-1,3007430,1
-1,3007432,1
-1,3007434,2
-1,3007436,1
-1,3007437,2
-1,3007440,2
-1,3007442,1
-1,3007450,1
-1,3007458,1
-1,3007459,1
-1,3007463,1
-1,3007471,2
-1,3007473,1
-1,3007478,1
-1,3007481,1
-1,3007491,1
-1,3007494,1
-1,3007499,1
-1,3007503,1
-1,3007505,1
-1,3007511,2
-1,3007518,1
-1,3007520,1
-1,3007523,2
-1,3007524,1
-1,3007525,1
-1,3007527,1
-1,3007532,1
-1,3007533,2
-1,3007534,1
-1,3007535,2
-1,3007536,2
-1,3007537,1
-1,3007540,1
-1,3007542,1
-1,3007543,1
-1,3007544,1
-1,3007545,1
-1,3007546,1
-1,3007547,2
-1,3007548,2
-1,3007550,1
-1,3007551,2
-1,3007552,1
-1,3007557,1
-1,3007559,1
-1,3007561,2
-1,3007562,1
-1,3007563,1
-1,3007564,2
-1,3007565,1
-1,3007566,2
-1,3007568,1
-1,3007569,2
-1,3007570,2
-1,3007571,1
-1,3007574,1
-1,3007577,1
-1,3007580,1
-1,3007583,1
-1,3007590,1
-1,3007595,1
-1,3007600,1
-1,3007602,2
-1,3007603,1
-1,3007607,1
-1,3007608,2
-1,3007619,1
-1,3007623,1
-1,3007639,1
-1,3007642,1
-1,3007649,2
-1,3007650,1
-1,3007666,1
-1,3007669,2
-1,3007674,1
-1,3007679,1
-1,3007681,1
-1,3007696,1
-1,3007707,2
-1,3007712,1
-1,3007713,1
-1,3007715,1
-1,3007719,1
-1,3007721,2
-1,3007722,2
-1,3007724,2
-1,3007725,1
-1,3007726,3
-1,3007728,1
-1,3007729,1
-1,3007732,1
-1,3007736,1
-1,3007737,1
-1,3007739,1
-1,3007740,1
-1,3007741,1
-1,3007742,2
-1,3007743,2
-1,3007745,2
-1,3007746,2
-1,3007747,1
-1,3007753,1
-1,3007758,2
-1,3007761,1
-1,3007766,1
-1,3007775,1
-1,3007781,2
-1,3007817,1
-1,3007823,1
-1,3007824,1
-1,3007825,1
-1,3007832,1
-1,3007851,1
-1,3007855,2
-1,3007857,2
-1,3007860,2
-1,3007863,1
-1,3007882,1
-1,3007896,1
-1,3007903,1
-1,3007906,1
-1,3007907,2
-1,3007910,1
-1,3007911,1
-1,3007912,2
-1,3007913,1
-1,3007915,2
-1,3007921,1
-1,3007922,2
-1,3007931,2
-1,3007932,1
-1,3007933,1
-1,3007936,1
-1,3007937,1
-1,3007939,1
-1,3007940,1
-1,3007944,1
-1,3007948,1
-1,3007949,1
-1,3007957,1
-1,3007960,2
-1,3007963,2
-1,3007966,1
-1,3007975,1
-1,3007980,2
-1,3007983,1
-1,3007984,2
-1,3007985,1
-1,3007986,2
-1,3007990,1
-1,3007992,1
-1,3007993,2
-1,3007994,2
-1,3007996,2
-1,3007999,1
-1,3008002,1
-1,3008006,2
-1,3008007,2
-1,3008008,2
-1,3008009,2
-1,3008010,1
-1,3008014,1
-1,3008023,1
-1,3008024,1
-1,3008033,1
-1,3008036,1
-1,3008037,1
-1,3008041,1
-1,3008046,1
-1,3008049,1
-1,3008050,2
-1,3008052,1
-1,3008054,1
-1,3008056,1
-1,3008062,1
-1,3008065,1
-1,3008072,2
-1,3008074,1
-1,3008081,1
-1,3008082,1
-1,3008089,2
-1,3008090,2
-1,3008097,2
-1,3008099,2
-1,3008100,1
-1,3008101,1
-1,3008106,1
-1,3008107,1
-1,3008108,1
-1,3008113,1
-1,3008114,1
-1,3008117,1
-1,3008122,1
-1,3008123,2
-1,3008124,2
-1,3008128,1
-1,3008131,2
-1,3008134,1
-1,3008137,1
-1,3008140,1
-1,3008142,1
-1,3008144,1
-1,3008146,1
-1,3008149,1
-1,3008150,2
-1,3008153,1
-1,3008154,1
-1,3008157,2
-1,3008158,1
-1,3008160,1
-1,3008161,2
-1,3008166,1
-1,3008174,1
-1,3008176,2
-1,3008177,1
-1,3008178,1
-1,3008183,1
-1,3008184,1
-1,3008189,1
-1,3008191,1
-1,3008197,1
-1,3008201,1
-1,3008204,1
-1,3008206,1
-1,3008208,1
-1,3008216,1
-1,3008220,2
-1,3008222,2
-1,3008224,2
-1,3008225,1
-1,3008226,2
-1,3008233,1
-1,3008240,1
-1,3008243,2
-1,3008246,1
-1,3008251,2
-1,3008258,1
-1,3008264,1
-1,3008265,2
-1,3008266,1
-1,3008267,2
-1,3008268,2
-1,3008269,1
-1,3008270,2
-1,3008271,2
-1,3008272,1
-1,3008274,1
-1,3008275,1
-1,3008276,2
-1,3008277,1
-1,3008279,1
-1,3008280,1
-1,3008282,2
-1,3008283,1
-1,3008284,1
-1,3008287,1
-1,3008289,2
-1,3008294,1
-1,3008297,1
-1,3008298,1
-1,3008299,1
-1,3008300,2
-1,3008301,2
-1,3008306,1
-1,3008313,1
-1,3008314,1
-1,3008315,2
-1,3008316,2
-1,3008319,1
-1,3008320,1
-1,3008321,1
-1,3008323,2
-1,3008324,2
-1,3008328,1
-1,3008329,2
-1,3008331,2
-1,3008333,1
-1,3008334,1
-1,3008336,1
-1,3008338,2
-1,3008339,1
-1,3008340,1
-1,3008342,1
-1,3008343,1
-1,3008344,1
-1,3008346,2
-1,3008348,1
-1,3008350,2
-1,3008353,2
-1,3008358,1
-1,3008359,2
-1,3008360,2
-1,3008361,1
-1,3008362,2
-1,3008363,2
-1,3008364,1
-1,3008365,1
-1,3008366,1
-1,3008371,1
-1,3008372,2
-1,3008377,3
-1,3008379,1
-1,3008381,3
-1,3008382,1
-1,3008385,1
-1,3008386,1
-1,3008387,1
-1,3008388,2
-1,3008392,2
-1,3008393,1
-1,3008396,2
-1,3008397,1
-1,3008399,1
-1,3008403,2
-1,3008405,1
-1,3008406,1
-1,3008409,2
-1,3008411,1
-1,3008413,2
-1,3008417,1
-1,3008423,1
-1,3008425,1
-1,3008426,2
-1,3008428,1
-1,3008430,2
-1,3008431,1
-1,3008432,1
-1,3008433,1
-1,3008437,1
-1,3008438,1
-1,3008440,1
-1,3008441,4
-1,3008447,2
-1,3008448,1
-1,3008449,1
-1,3008451,1
-1,3008455,1
-1,3008459,1
-1,3008460,1
-1,3008471,2
-1,3008482,2
-1,3008486,1
-1,3008488,1
-1,3008489,2
-1,3008490,1
-1,3008491,2
-1,3008496,1
-1,3008498,2
-1,3008501,1
-1,3008503,2
-1,3008506,1
-1,3008511,1
-1,3008512,2
-1,3008513,1
-1,3008516,1
-1,3008520,1
-1,3008523,1
-1,3008530,1
-1,3008537,2
-1,3008541,1
-1,3008562,1
-1,3008563,2
-1,3008569,1
-1,3008571,1
-1,3008572,2
-1,3008575,1
-1,3008583,1
-1,3008584,1
-1,3008587,1
-1,3008588,1
-1,3008589,1
-1,3008593,1
-1,3008605,2
-1,3008607,1
-1,3008609,1
-1,3008611,2
-1,3008614,1
-1,3008615,1
-1,3008618,1
-1,3008619,1
-1,3008621,1
-1,3008622,1
-1,3008623,1
-1,3008625,1
-1,3008635,1
-1,3008637,1
-1,3008641,1
-1,3008642,1
-1,3008644,1
-1,3008645,1
-1,3008646,1
-1,3008658,1
-1,3008659,1
-1,3008660,2
-1,3008665,1
-1,3008667,2
-1,3008674,1
-1,3008676,2
-1,3008683,1
-1,3008685,1
-1,3008692,2
-1,3008693,1
-1,3008696,2
-1,3008698,2
-1,3008701,1
-1,3008703,1
-1,3008704,1
-1,3008710,1
-1,3008711,1
-1,3008712,1
-1,3008718,2
-1,3008725,2
-1,3008727,1
-1,3008728,1
-1,3008729,2
-1,3008734,1
-1,3008736,1
-1,3008747,1
-1,3008753,1
-1,3008767,1
-1,3008776,1
-1,3008781,2
-1,3008782,1
-1,3008783,1
-1,3008784,1
-1,3008785,1
-1,3008787,2
-1,3008788,1
-1,3008792,1
-1,3008803,1
-1,3008805,1
-1,3008808,2
-1,3008816,1
-1,3008818,1
-1,3008819,1
-1,3008823,2
-1,3008836,1
-1,3008837,1
-1,3008841,1
-1,3008878,1
-1,3008884,2
-1,3008890,1
-1,3008902,1
-1,3008903,1
-1,3008905,2
-1,3008909,1
-1,3008910,2
-1,3008911,1
-1,3008916,1
-1,3008917,1
-1,3008918,2
-1,3008919,1
-1,3008920,1
-1,3008921,1
-1,3008922,2
-1,3008924,2
-1,3008925,1
-1,3008928,1
-1,3008931,2
-1,3008932,1
-1,3008933,1
-1,3008934,1
-1,3008935,2
-1,3008938,1
-1,3008939,2
-1,3008941,1
-1,3008942,1
-1,3008943,1
-1,3008944,2
-1,3008945,1
-1,3008960,1
-1,3008961,1
-1,3008965,2
-1,3008966,1
-1,3008969,1
-1,3008975,1
-1,3008976,2
-1,3008978,2
-1,3008979,2
-1,3008984,2
-1,3008988,2
-1,3008990,1
-1,3008994,2
-1,3008997,1
-1,3009001,1
-1,3009002,1
-1,3009005,2
-1,3009006,3
-1,3009009,1
-1,3009011,2
-1,3009012,1
-1,3009013,2
-1,3009016,1
-1,3009017,1
-1,3009022,2
-1,3009024,1
-1,3009025,2
-1,3009026,2
-1,3009029,1
-1,3009032,1
-1,3009033,2
-1,3009040,2
-1,3009042,1
-1,3009043,1
-1,3009045,1
-1,3009048,1
-1,3009049,2
-1,3009057,2
-1,3009058,1
-1,3009074,1
-1,3009075,1
-1,3009081,1
-1,3009086,1
-1,3009094,2
-1,3009098,1
-1,3009099,1
-1,3009101,1
-1,3009105,1
-1,3009107,1
-1,3009108,1
-1,3009110,1
-1,3009114,2
-1,3009115,1
-1,3009116,1
-1,3009119,1
-1,3009124,1
-1,3009147,1
-1,3009188,1
-1,3009191,1
-1,3009192,2
-1,3009198,1
-1,3009199,1
-1,3009200,1
-1,3009201,2
-1,3009202,1
-1,3009203,2
-1,3009204,1
-1,3009210,1
-1,3009212,2
-1,3009213,2
-1,3009221,1
-1,3009222,2
-1,3009225,1
-1,3009226,1
-1,3009230,1
-1,3009231,1
-1,3009232,1
-1,3009234,1
-1,3009235,1
-1,3009239,2
-1,3009243,1
-1,3009244,1
-1,3009245,1
-1,3009250,2
-1,3009251,1
-1,3009252,1
-1,3009255,1
-1,3009256,2
-1,3009260,2
-1,3009261,1
-1,3009263,1
-1,3009265,1
-1,3009266,1
-1,3009270,1
-1,3009271,1
-1,3009276,1
-1,3009278,1
-1,3009280,1
-1,3009283,1
-1,3009287,2
-1,3009289,1
-1,3009292,2
-1,3009293,1
-1,3009294,2
-1,3009296,1
-1,3009304,1
-1,3009309,1
-1,3009319,1
-1,3009324,1
-1,3009329,2
-1,3009330,1
-1,3009331,1
-1,3009333,2
-1,3009338,1
-1,3009339,1
-1,3009345,3
-1,3009346,1
-1,3009347,1
-1,3009352,1
-1,3009354,1
-1,3009356,2
-1,3009361,2
-1,3009362,1
-1,3009363,2
-1,3009365,2
-1,3009369,1
-1,3009374,1
-1,3009376,1
-1,3009377,1
-1,3009378,1
-1,3009380,1
-1,3009386,1
-1,3009391,1
-1,3009392,1
-1,3009394,1
-1,3009395,2
-1,3009400,1
-1,3009401,1
-1,3009402,2
-1,3009404,1
-1,3009405,1
-1,3009406,2
-1,3009409,1
-1,3009410,2
-1,3009413,1
-1,3009416,1
-1,3009425,2
