OBJECTID,EPT,Cnt_EPT
-1,3009428,1
-1,3009429,1
-1,3009430,2
-1,3009431,1
-1,3009433,1
-1,3009434,1
-1,3009436,1
-1,3009441,1
-1,3009442,2
-1,3009444,2
-1,3009447,2
-1,3009448,1
-1,3009451,1
-1,3009457,1
-1,3009467,2
-1,3009473,1
-1,3009476,1
-1,3009479,1
-1,3009483,2
-1,3009484,1
-1,3009490,2
-1,3009491,1
-1,3009494,1
-1,3009495,1
-1,3009501,2
-1,3009502,2
-1,3009504,1
-1,3009508,1
-1,3009509,2
-1,3009511,1
-1,3009512,2
-1,3009513,2
-1,3009514,2
-1,3009515,2
-1,3009516,1
-1,3009518,2
-1,3009519,1
-1,3009520,1
-1,3009522,1
-1,3009532,1
-1,3009534,1
-1,3009536,1
-1,3009540,2
-1,3009541,1
-1,3009542,2
-1,3009543,1
-1,3009545,2
-1,3009546,2
-1,3009547,1
-1,3009548,2
-1,3009550,1
-1,3009551,1
-1,3009553,1
-1,3009557,2
-1,3009559,1
-1,3009564,1
-1,3009573,1
-1,3009574,1
-1,3009576,1
-1,3009581,1
-1,3009582,2
-1,3009584,2
-1,3009586,1
-1,3009587,1
-1,3009588,2
-1,3009589,1
-1,3009590,1
-1,3009591,2
-1,3009592,1
-1,3009594,1
-1,3009597,1
-1,3009599,1
-1,3009601,1
-1,3009602,1
-1,3009604,2
-1,3009607,1
-1,3009609,1
-1,3009610,2
-1,3009614,1
-1,3009615,2
-1,3009616,1
-1,3009617,2
-1,3009618,1
-1,3009620,1
-1,3009623,2
-1,3009624,1
-1,3009625,1
-1,3009626,1
-1,3009627,1
-1,3009628,2
-1,3009635,1
-1,3009642,1
-1,3009643,2
-1,3009644,1
-1,3009648,2
-1,3009652,1
-1,3009654,2
-1,3009663,2
-1,3009665,2
-1,3009666,2
-1,3009668,2
-1,3009669,1
-1,3009671,1
-1,3009673,1
-1,3009675,2
-1,3009676,2
-1,3009677,1
-1,3009678,1
-1,3009679,1
-1,3009680,1
-1,3009682,1
-1,3009685,1
-1,3009686,2
-1,3009691,2
-1,3009693,1
-1,3009696,2
-1,3009701,2
-1,3009704,1
-1,3009711,1
-1,3009712,2
-1,3009714,2
-1,3009715,2
-1,3009716,2
-1,3009718,1
-1,3009719,1
-1,3009720,2
-1,3009721,2
-1,3009723,2
-1,3009724,2
-1,3009725,1
-1,3009727,1
-1,3009729,1
-1,3009731,2
-1,3009732,1
-1,3009733,1
-1,3009738,1
-1,3009742,1
-1,3009744,1
-1,3009750,1
-1,3009752,1
-1,3009760,1
-1,3009761,2
-1,3009762,1
-1,3009781,1
-1,3009783,1
-1,3009790,2
-1,3009793,1
-1,3009795,1
-1,3009807,1
-1,3009810,1
-1,3009827,1
-1,3009829,1
-1,3009836,2
-1,3009848,1
-1,3009855,1
-1,3009858,1
-1,3009860,2
-1,3009867,1
-1,3009869,1
-1,3009876,1
-1,3009879,1
-1,3009888,1
-1,3009892,1
-1,3009902,2
-1,3009903,1
-1,3009906,2
-1,3009907,2
-1,3009911,1
-1,3009913,1
-1,3009914,1
-1,3009915,1
-1,3009916,2
-1,3009917,1
-1,3009918,2
-1,3009919,1
-1,3009922,1
-1,3009923,1
-1,3009924,1
-1,3009931,1
-1,3009932,1
-1,3009933,1
-1,3009934,1
-1,3009938,1
-1,3009945,1
-1,3009948,1
-1,3009950,1
-1,3009959,1
-1,3009963,1
-1,3009971,1
-1,3009972,2
-1,3009974,1
-1,3009978,1
-1,3009980,1
-1,3009985,1
-1,3009990,1
-1,3009993,1
-1,3009995,2
-1,3009996,1
-1,3009997,2
-1,3009999,1
-1,3010002,1
-1,3010007,1
-1,3010008,1
-1,3010011,2
-1,3010013,1
-1,3010019,3
-1,3010028,2
-1,3010033,2
-1,3010043,1
-1,3010045,1
-1,3010050,1
-1,3010053,1
-1,3010056,1
-1,3010057,1
-1,3010063,1
-1,3010072,1
-1,3010088,1
-1,3010092,1
-1,3010093,2
-1,3010094,1
-1,3010095,1
-1,3010097,1
-1,3010102,1
-1,3010103,1
-1,3010107,1
-1,3010110,1
-1,3010115,1
-1,3010116,2
-1,3010120,2
-1,3010121,1
-1,3010122,1
-1,3010125,1
-1,3010126,1
-1,3010129,2
-1,3010131,1
-1,3010132,1
-1,3010134,1
-1,3010135,2
-1,3010136,1
-1,3010137,1
-1,3010139,1
-1,3010143,2
-1,3010145,1
-1,3010149,2
-1,3010150,1
-1,3010154,1
-1,3010155,1
-1,3010158,1
-1,3010162,2
-1,3010163,1
-1,3010166,2
-1,3010168,1
-1,3010172,1
-1,3010180,1
-1,3010181,1
-1,3010182,2
-1,3010188,1
-1,3010191,1
-1,3010192,1
-1,3010193,1
-1,3010194,2
-1,3010197,1
-1,3010199,1
-1,3010201,2
-1,3010207,2
-1,3010227,2
-1,3010229,1
-1,3010238,1
-1,3010244,1
-1,3010245,1
-1,3010252,1
-1,3010261,2
-1,3010268,2
-1,3010274,1
-1,3010280,1
-1,3010281,1
-1,3010286,2
-1,3010287,1
-1,3010291,1
-1,3010292,1
-1,3010293,2
-1,3010294,1
-1,3010295,2
-1,3010296,1
-1,3010297,2
-1,3010298,1
-1,3010300,1
-1,3010301,1
-1,3010307,1
-1,3010309,1
-1,3010312,1
-1,3010313,1
-1,3010315,1
-1,3010317,1
-1,3010319,1
-1,3010322,2
-1,3010328,2
-1,3010334,1
-1,3010335,2
-1,3010337,2
-1,3010342,1
-1,3010343,1
-1,3010348,2
-1,3010350,2
-1,3010351,2
-1,3010352,1
-1,3010355,1
-1,3010360,2
-1,3010364,1
-1,3010367,1
-1,3010370,1
-1,3010375,1
-1,3010383,2
-1,3010384,1
-1,3010385,1
-1,3010387,1
-1,3010390,1
-1,3010392,1
-1,3010407,1
-1,3010435,2
-1,3010436,1
-1,3010438,1
-1,3010447,2
-1,3010450,1
-1,3010452,1
-1,3010453,1
-1,3010454,1
-1,3010455,1
-1,3010458,2
-1,3010462,1
-1,3010467,1
-1,3010469,1
-1,3010472,1
-1,3010475,1
-1,3010476,1
-1,3010480,1
-1,3010496,1
-1,3010498,1
-1,3010525,1
-1,3010528,2
-1,3010530,1
-1,3010534,1
-1,3010537,1
-1,3010545,1
-1,3010548,2
-1,3010549,1
-1,3010556,1
-1,3010572,1
-1,3010579,1
-1,3010590,1
-1,3010595,2
-1,3010608,1
-1,3010609,1
-1,3010610,1
-1,3010611,2
-1,3010616,1
-1,3010619,2
-1,3010622,1
-1,3010630,2
-1,3010631,1
-1,3010633,1
-1,3010638,1
-1,3010640,2
-1,3010641,1
-1,3010650,1
-1,3010657,1
-1,3010659,1
-1,3010662,1
-1,3010681,2
-1,3010683,1
-1,3010686,1
-1,3010687,1
-1,3010691,2
-1,3010692,1
-1,3010706,1
-1,3010710,2
-1,3010712,1
-1,3010714,1
-1,3010727,1
-1,3010732,1
-1,3010738,1
-1,3010740,2
-1,3010743,1
-1,3010747,1
-1,3010749,1
-1,3010751,2
-1,3010753,1
-1,3010755,1
-1,3010756,1
-1,3010757,2
-1,3010761,1
-1,3010767,1
-1,3010774,2
-1,3010776,1
-1,3010778,1
-1,3010779,1
-1,3010784,1
-1,3010785,1
-1,3010787,2
-1,3010796,1
-1,3010797,1
-1,3010799,1
-1,3010800,2
-1,3010805,1
-1,3010806,1
-1,3010809,1
-1,3010816,1
-1,3010818,2
-1,3010819,1
-1,3010823,1
-1,3010825,1
-1,3010826,1
-1,3010828,2
-1,3010829,1
-1,3010834,1
-1,3010835,2
-1,3010836,2
-1,3010837,1
-1,3010840,2
-1,3010844,1
-1,3010845,1
-1,3010849,1
-1,3010850,1
-1,3010851,1
-1,3010855,1
-1,3010856,1
-1,3010858,1
-1,3010863,2
-1,3010866,1
-1,3010875,1
-1,3010880,1
-1,3010887,1
-1,3010892,1
-1,3010895,1
-1,3010896,1
-1,3010897,1
-1,3010899,2
-1,3010902,1
-1,3010903,2
-1,3010904,2
-1,3010909,2
-1,3010910,2
-1,3010914,2
-1,3010917,3
-1,3010919,2
-1,3010921,1
-1,3010922,2
-1,3010925,1
-1,3010927,1
-1,3010928,1
-1,3010929,2
-1,3010930,1
-1,3010931,1
-1,3010933,1
-1,3010934,1
-1,3010935,1
-1,3010936,2
-1,3010937,1
-1,3010941,1
-1,3010944,1
-1,3010946,1
-1,3010950,2
-1,3010951,2
-1,3010958,2
-1,3010960,2
-1,3010963,1
-1,3010964,2
-1,3010965,1
-1,3010966,1
-1,3010970,1
-1,3010971,2
-1,3010973,1
-1,3010975,2
-1,3010976,1
-1,3010977,1
-1,3010983,1
-1,3010991,1
-1,3010995,1
-1,3010998,1
-1,3011001,2
-1,3011002,2
-1,3011007,1
-1,3011011,2
-1,3011012,1
-1,3011013,1
-1,3011018,1
-1,3011019,1
-1,3011021,1
-1,3011023,1
-1,3011026,1
-1,3011027,1
-1,3011031,1
-1,3011032,1
-1,3011035,1
-1,3011038,1
-1,3011044,1
-1,3011048,1
-1,3011053,1
-1,3011060,1
-1,3011069,1
-1,3011078,1
-1,3011083,1
-1,3011088,2
-1,3011090,2
-1,3011095,1
-1,3011106,2
-1,3011107,1
-1,3011110,2
-1,3011111,1
-1,3011114,1
-1,3011120,2
-1,3011129,1
-1,3011136,1
-1,3011144,1
-1,3011145,1
-1,3011147,1
-1,3011152,1
-1,3011168,1
-1,3011169,1
-1,3011178,1
-1,3011180,1
-1,3011184,2
-1,3011189,1
-1,3011210,2
-1,3011211,2
-1,3011212,1
-1,3011213,1
-1,3011217,2
-1,3011218,1
-1,3011219,1
-1,3011221,2
-1,3011222,1
-1,3011224,1
-1,3011225,1
-1,3011229,1
-1,3011242,1
-1,3011246,1
-1,3011252,1
-1,3011259,1
-1,3011265,1
-1,3011281,2
-1,3011285,1
-1,3011290,1
-1,3011300,3
-1,3011313,1
-1,3011314,1
-1,3011319,2
-1,3011322,1
-1,3011323,2
-1,3011324,1
-1,3011325,1
-1,3011326,2
-1,3011328,2
-1,3011330,1
-1,3011334,2
-1,3011337,2
-1,3011345,2
-1,3011348,1
-1,3011351,1
-1,3011353,2
-1,3011354,2
-1,3011359,1
-1,3011361,1
-1,3011362,1
-1,3011364,1
-1,3011367,2
-1,3011368,1
-1,3011373,1
-1,3011382,2
-1,3011383,1
-1,3011385,2
-1,3011386,1
-1,3011388,2
-1,3011390,1
-1,3011391,2
-1,3011392,1
-1,3011394,1
-1,3011395,1
-1,3011397,1
-1,3011398,1
-1,3011401,1
-1,3011402,2
-1,3011406,1
-1,3011410,1
-1,3011411,1
-1,3011413,1
-1,3011414,1
-1,3011418,2
-1,3011419,1
-1,3011420,1
-1,3011424,1
-1,3011428,1
-1,3011430,1
-1,3011434,1
-1,3011435,1
-1,3011437,1
-1,3011447,1
-1,3011448,2
-1,3011449,1
-1,3011451,2
-1,3011453,1
-1,3011459,2
-1,3011462,1
-1,3011464,1
-1,3011466,1
-1,3011468,1
-1,3011470,2
-1,3011473,1
-1,3011476,1
-1,3011477,1
-1,3011478,1
-1,3011479,1
-1,3011480,2
-1,3011481,2
-1,3011492,1
-1,3011493,1
-1,3011499,1
-1,3011500,2
-1,3011502,1
-1,3011505,1
-1,3011507,3
-1,3011508,1
-1,3011513,2
-1,3011518,2
-1,3011519,1
-1,3011521,1
-1,3011522,2
-1,3011526,1
-1,3011533,1
-1,3011535,2
-1,3011536,2
-1,3011537,1
-1,3011538,1
-1,3011540,1
-1,3011545,2
-1,3011546,1
-1,3011549,1
-1,3011550,1
-1,3011551,2
-1,3011552,2
-1,3011557,1
-1,3011559,1
-1,3011560,1
-1,3011561,1
-1,3011562,2
-1,3011572,2
-1,3011575,1
-1,3011578,1
-1,3011580,1
-1,3011581,2
-1,3011589,1
-1,3011590,1
-1,3011595,1
-1,3011598,1
-1,3011605,1
-1,3011607,2
-1,3011608,1
-1,3011616,1
-1,3011619,1
-1,3011620,1
-1,3011624,1
-1,3011625,1
-1,3011626,1
-1,3011629,2
-1,3011640,1
-1,3011647,2
-1,3011657,2
-1,3011659,1
-1,3011667,1
-1,3011669,1
-1,3011670,1
-1,3011673,1
-1,3011678,1
-1,3011680,1
-1,3011681,1
-1,3011683,1
-1,3011684,1
-1,3011690,1
-1,3011698,1
-1,3011699,1
-1,3011701,1
-1,3011703,1
-1,3011705,2
-1,3011708,2
-1,3011709,2
-1,3011719,1
-1,3011724,2
-1,3011725,1
-1,3011727,1
-1,3011729,1
-1,3011730,1
-1,3011740,1
-1,3011741,1
-1,3011748,1
-1,3011749,1
-1,3011750,2
-1,3011753,1
-1,3011757,1
-1,3011762,2
-1,3011766,1
-1,3011767,2
-1,3011775,2
-1,3011777,2
-1,3011784,2
-1,3011786,1
-1,3011787,1
-1,3011788,2
-1,3011791,2
-1,3011792,2
-1,3011793,1
-1,3011795,1
-1,3011797,1
-1,3011799,2
-1,3011800,1
-1,3011801,2
-1,3011803,1
-1,3011804,1
-1,3011807,1
-1,3011819,1
-1,3011823,2
-1,3011824,1
-1,3011828,1
-1,3011834,1
-1,3011845,1
-1,3011849,1
-1,3011852,1
-1,3011870,1
-1,3011882,2
-1,3011890,2
-1,3011894,1
-1,3011897,1
-1,3011898,1
-1,3011901,2
-1,3011905,2
-1,3011906,1
-1,3011908,2
-1,3011911,2
-1,3011914,1
-1,3011915,2
-1,3011916,1
-1,3011917,2
-1,3011927,1
-1,3011929,1
-1,3011932,2
-1,3011934,2
-1,3011936,1
-1,3011939,1
-1,3011941,2
-1,3011943,1
-1,3011944,2
-1,3011945,1
-1,3011947,2
-1,3011949,1
-1,3011951,1
-1,3011960,2
-1,3011964,1
-1,3011968,1
-1,3011973,1
-1,3011974,1
-1,3011977,1
-1,3011978,1
-1,3011980,1
-1,3011982,2
-1,3011984,1
-1,3011985,2
-1,3011986,1
-1,3011988,1
-1,3011989,2
-1,3011991,1
-1,3011994,1
-1,3011996,2
-1,3011997,1
-1,3012001,1
-1,3012002,2
-1,3012004,2
-1,3012006,2
-1,3012008,2
-1,3012010,2
-1,3012011,1
-1,3012012,2
-1,3012015,1
-1,3012016,2
-1,3012017,1
-1,3012018,1
-1,3012019,2
-1,3012020,2
-1,3012021,1
-1,3012022,1
-1,3012023,1
-1,3012024,1
-1,3012025,1
-1,3012026,1
-1,3012027,1
-1,3012028,2
-1,3012029,2
-1,3012036,2
-1,3012039,2
-1,3012040,1
-1,3012041,2
-1,3012044,2
-1,3012045,1
-1,3012047,1
-1,3012049,1
-1,3012050,1
-1,3012057,2
-1,3012058,1
-1,3012067,1
-1,3012068,1
-1,3012069,1
-1,3012071,1
-1,3012072,1
-1,3012073,2
-1,3012083,1
-1,3012085,1
-1,3012093,1
-1,3012098,1
-1,3012099,1
-1,3012105,1
-1,3012107,2
-1,3012111,2
-1,3012112,2
-1,3012114,1
-1,3012116,1
-1,3012119,1
-1,3012120,2
-1,3012121,2
-1,3012126,1
-1,3012127,2
-1,3012130,2
-1,3012133,1
-1,3012134,1
-1,3012135,1
-1,3012137,1
-1,3012139,3
-1,3012140,2
-1,3012141,1
-1,3012145,1
-1,3012146,1
-1,3012150,1
-1,3012151,1
-1,3012155,2
-1,3012160,2
-1,3012163,1
-1,3012164,1
-1,3012165,1
-1,3012169,1
-1,3012170,1
-1,3012171,1
-1,3012172,1
-1,3012173,2
-1,3012174,1
-1,3012176,2
-1,3012177,1
-1,3012179,1
-1,3012180,2
-1,3012181,1
-1,3012182,1
-1,3012183,1
-1,3012184,1
-1,3012186,2
-1,3012187,1
-1,3012190,2
-1,3012193,2
-1,3012194,1
-1,3012195,1
-1,3012199,2
-1,3012202,2
-1,3012203,1
-1,3012204,2
-1,3012211,2
-1,3012212,2
-1,3012216,1
-1,3012217,2
-1,3012218,1
-1,3012220,1
-1,3012223,1
-1,3012226,1
-1,3012227,2
-1,3012229,2
-1,3012234,2
-1,3012239,1
-1,3012240,2
-1,3012241,1
-1,3012242,1
-1,3012248,1
-1,3012251,1
-1,3012254,1
-1,3012257,1
-1,3012258,2
-1,3012259,1
-1,3012260,2
-1,3012261,1
-1,3012268,1
-1,3012270,1
-1,3012272,1
-1,3012274,1
-1,3012285,1
-1,3012287,1
-1,3012288,2
-1,3012289,2
-1,3012290,1
-1,3012291,1
-1,3012293,1
-1,3012295,2
-1,3012298,1
-1,3012304,1
-1,3012305,1
-1,3012310,1
-1,3012312,1
-1,3012314,1
-1,3012315,1
-1,3012316,2
-1,3012318,1
-1,3012319,2
-1,3012325,1
-1,3012326,1
-1,3012327,2
-1,3012328,1
-1,3012330,1
-1,3012335,2
-1,3012336,1
-1,3012337,1
-1,3012338,1
-1,3012344,2
-1,3012348,1
-1,3012351,2
-1,3012352,2
-1,3012354,2
-1,3012357,1
-1,3012362,2
-1,3012365,1
-1,3012367,1
-1,3012369,1
-1,3012372,1
-1,3012373,1
-1,3012375,2
-1,3012377,1
-1,3012378,2
-1,3012380,1
-1,3012381,1
-1,3012383,1
-1,3012389,1
-1,3012392,1
-1,3012397,2
-1,3012398,1
-1,3012399,1
-1,3012401,2
-1,3012405,1
-1,3012407,2
-1,3012409,3
-1,3012414,1
-1,3012415,2
-1,3012422,2
-1,3012424,1
-1,3012427,2
-1,3012428,2
-1,3012430,2
-1,3012433,2
-1,3012439,2
-1,3012442,1
-1,3012443,2
-1,3012447,2
-1,3012448,2
-1,3012450,2
-1,3012452,1
-1,3012453,2
-1,3012454,1
-1,3012457,1
-1,3012465,1
-1,3012467,1
-1,3012471,1
-1,3012472,1
-1,3012478,2
-1,3012479,3
-1,3012481,2
-1,3012483,2
-1,3012484,2
-1,3012488,2
-1,3012493,1
-1,3012494,1
-1,3012499,1
-1,3012502,2
-1,3012504,2
-1,3012507,1
-1,3012509,1
-1,3012512,1
-1,3012513,2
-1,3012515,2
-1,3012521,1
-1,3012522,2
-1,3012524,1
-1,3012525,2
-1,3012527,2
-1,3012528,1
-1,3012535,2
-1,3012536,2
-1,3012537,1
-1,3012538,1
-1,3012539,1
-1,3012542,2
-1,3012545,2
-1,3012546,2
-1,3012547,3
-1,3012552,1
-1,3012556,1
-1,3012558,2
-1,3012562,2
-1,3012566,1
-1,3012567,1
-1,3012568,2
-1,3012569,1
-1,3012571,1
-1,3012580,1
-1,3012588,1
-1,3012589,2
-1,3012594,2
-1,3012599,2
-1,3012602,1
-1,3012604,2
-1,3012609,1
-1,3012610,2
-1,3012614,1
-1,3012616,1
-1,3012617,2
-1,3012620,1
-1,3012623,2
-1,3012624,1
-1,3012631,2
-1,3012634,1
-1,3012637,1
-1,3012641,2
-1,3012645,2
-1,3012651,2
-1,3012655,2
-1,3012656,1
-1,3012661,1
-1,3012663,1
-1,3012667,1
-1,3012673,1
-1,3012674,1
-1,3012675,1
-1,3012676,1
-1,3012683,2
-1,3012685,1
-1,3012686,1
-1,3012689,3
-1,3012692,1
-1,3012699,1
-1,3012703,2
-1,3012706,1
-1,3012712,1
-1,3012725,2
-1,3012732,4
-1,3012739,2
-1,3012741,2
-1,3012744,2
-1,3012747,1
-1,3012748,2
-1,3012749,1
-1,3012753,1
-1,3012755,1
-1,3012762,1
-1,3012768,1
-1,3012769,1
-1,3012770,2
-1,3012773,1
-1,3012774,1
-1,3012775,1
-1,3012777,2
-1,3012778,1
-1,3012787,1
-1,3012788,1
-1,3012791,2
-1,3012795,1
-1,3012797,2
-1,3012803,1
-1,3012807,2
-1,3012811,1
-1,3012815,2
-1,3012819,1
-1,3012821,1
-1,3012823,2
-1,3012824,1
-1,3012825,2
-1,3012826,2
-1,3012827,1
-1,3012828,1
-1,3012829,1
-1,3012832,2
-1,3012834,2
-1,3012835,1
-1,3012836,1
-1,3012839,1
-1,3012844,1
-1,3012851,1
-1,3012852,1
-1,3012858,1
-1,3012860,2
-1,3012861,2
-1,3012862,1
-1,3012863,2
-1,3012865,1
-1,3012866,1
-1,3012867,1
-1,3012868,2
-1,3012869,2
-1,3012871,1
-1,3012873,1
-1,3012874,2
-1,3012875,2
-1,3012876,1
-1,3012877,1
-1,3012878,1
-1,3012880,2
-1,3012881,1
-1,3012882,2
-1,3012883,1
-1,3012885,1
-1,3012886,1
-1,3012887,2
-1,3012888,2
-1,3012890,2
-1,3012892,1
-1,3012894,2
-1,3012896,1
-1,3012901,1
-1,3012902,1
-1,3012903,2
-1,3012904,1
-1,3012905,2
-1,3012907,1
-1,3012908,1
-1,3012914,1
-1,3012916,2
-1,3012920,1
-1,3012922,1
-1,3012923,1
-1,3012927,1
-1,3012929,1
-1,3012931,1
-1,3012941,1
-1,3012946,2
-1,3012955,1
-1,3012957,2
-1,3012959,2
-1,3012962,1
-1,3012963,1
-1,3012968,1
-1,3012969,1
-1,3012975,1
-1,3012979,1
-1,3012983,1
-1,3012985,2
-1,3012986,2
-1,3012990,1
-1,3012992,2
-1,3012993,1
-1,3012995,1
-1,3012996,1
-1,3012998,2
-1,3012999,2
-1,3013002,1
-1,3013003,2
-1,3013005,1
-1,3013006,1
-1,3013008,1
-1,3013012,1
-1,3013016,1
-1,3013032,2
-1,3013035,1
-1,3013039,1
-1,3013043,1
-1,3013045,1
-1,3013050,1
-1,3013051,1
-1,3013055,1
-1,3013056,1
-1,3013058,1
-1,3013063,1
-1,3013076,2
-1,3013092,2
-1,3013093,1
-1,3013095,2
-1,3013104,1
-1,3013105,1
-1,3013106,1
-1,3013122,2
-1,3013124,1
-1,3013127,1
-1,3013136,2
-1,3013140,1
-1,3013142,1
-1,3013146,1
-1,3013152,2
-1,3013155,2
-1,3013156,1
-1,3013157,1
-1,3013158,2
-1,3013162,1
-1,3013170,2
-1,3013171,1
-1,3013172,2
-1,3013175,1
-1,3013176,1
-1,3013180,1
-1,3013182,1
-1,3013183,1
-1,3013187,2
-1,3013188,1
-1,3013190,1
-1,3013200,1
-1,3013210,1
-1,3013214,1
-1,3013216,1
-1,3013220,1
-1,3013232,1
-1,3013234,2
-1,3013238,1
-1,3013244,2
-1,3013246,1
-1,3013247,2
-1,3013248,1
-1,3013249,1
-1,3013250,2
-1,3013251,1
-1,3013253,1
-1,3013255,2
-1,3013257,1
-1,3013261,1
-1,3013262,1
-1,3013263,2
-1,3013265,1
-1,3013266,2
-1,3013271,2
-1,3013274,1
-1,3013276,1
-1,3013277,2
-1,3013278,1
-1,3013279,1
-1,3013280,1
-1,3013282,1
-1,3013285,1
-1,3013286,1
-1,3013288,1
-1,3013289,1
-1,3013292,1
-1,3013300,1
-1,3013310,1
-1,3013312,1
-1,3013314,1
-1,3013318,1
-1,3013321,2
-1,3013324,1
-1,3013329,1
-1,3013330,1
-1,3013333,1
-1,3013334,1
-1,3013345,1
-1,3013346,1
-1,3013351,2
-1,3013355,1
-1,3013357,1
-1,3013358,1
-1,3013359,1
-1,3013363,1
-1,3013364,1
-1,3013366,2
-1,3013371,1
-1,3013372,1
-1,3013379,2
-1,3013382,1
-1,3013385,1
-1,3013389,1
-1,3013393,2
-1,3013400,1
-1,3013402,1
-1,3013409,2
-1,3013416,2
-1,3013420,2
-1,3013423,2
-1,3013430,1
-1,3013433,1
-1,3013434,2
-1,3013436,1
-1,3013437,1
-1,3013439,1
-1,3013440,1
-1,3013445,1
-1,3013446,2
-1,3013450,3
-1,3013453,1
-1,3013454,1
-1,3013458,1
-1,3013461,1
-1,3013462,1
-1,3013465,2
-1,3013466,1
-1,3013467,1
-1,3013471,1
-1,3013472,1
-1,3013474,1
-1,3013475,2
-1,3013477,1
-1,3013479,1
-1,3013480,1
-1,3013481,1
-1,3013483,1
-1,3013485,1
-1,3013488,2
-1,3013489,1
-1,3013491,1
-1,3013495,2
-1,3013497,1
-1,3013499,1
-1,3013500,2
-1,3013504,1
-1,3013506,2
-1,3013507,1
-1,3013508,1
-1,3013510,1
-1,3013511,1
-1,3013513,1
-1,3013515,1
-1,3013520,1
-1,3013527,1
-1,3013528,2
-1,3013530,1
-1,3013531,1
-1,3013533,1
-1,3013536,1
-1,3013538,1
-1,3013540,1
-1,3013541,2
-1,3013545,1
-1,3013547,1
-1,3013548,1
-1,3013552,1
-1,3013558,1
-1,3013561,1
-1,3013562,1
-1,3013571,1
-1,3013574,3
-1,3013578,1
-1,3013580,2
-1,3013586,1
-1,3013593,1
-1,3013596,1
-1,3013599,1
-1,3013600,1
-1,3013603,1
-1,3013604,2
-1,3013605,2
-1,3013606,1
-1,3013607,1
-1,3013610,1
-1,3013613,1
-1,3013615,2
-1,3013616,1
-1,3013617,2
-1,3013624,2
-1,3013632,1
-1,3013638,1
-1,3013639,1
-1,3013640,2
-1,3013642,2
-1,3013643,1
-1,3013645,1
-1,3013649,1
-1,3013650,2
-1,3013653,2
-1,3013655,1
-1,3013660,1
-1,3013665,2
-1,3013667,1
-1,3013668,1
-1,3013669,1
-1,3013670,1
-1,3013675,1
-1,3013689,1
-1,3013690,1
-1,3013692,1
-1,3013693,1
-1,3013699,2
-1,3013703,1
-1,3013707,1
-1,3013708,1
-1,3013710,2
-1,3013714,1
-1,3013718,1
-1,3013721,1
-1,3013722,1
-1,3013732,2
-1,3013737,2
-1,3013744,1
-1,3013746,1
-1,3013747,2
-1,3013748,1
-1,3013749,3
-1,3013751,1
-1,3013764,1
-1,3013769,1
-1,3013771,1
-1,3013782,1
-1,3013789,2
-1,3013790,1
-1,3013792,2
-1,3013793,1
-1,3013795,1
-1,3013796,2
-1,3013800,1
-1,3013814,1
-1,3013820,1
-1,3013821,1
-1,3013828,1
-1,3013829,1
-1,3013830,1
-1,3013831,1
-1,3013833,1
-1,3013834,1
-1,3013835,2
-1,3013837,2
-1,3013843,1
-1,3013845,2
-1,3013846,2
-1,3013851,2
-1,3013864,1
-1,3013882,1
-1,3013884,2
-1,3013887,1
-1,3013889,2
-1,3013890,2
-1,3013894,2
-1,3013903,2
-1,3013911,1
-1,3013912,3
-1,3013913,1
-1,3013915,1
-1,3013923,1
-1,3013925,1
-1,3013926,1
-1,3013927,1
-1,3013933,2
-1,3013934,1
-1,3013935,2
-1,3013936,2
-1,3013940,1
-1,3013941,1
-1,3013943,1
-1,3013944,1
-1,3013950,2
-1,3013951,2
-1,3013952,1
-1,3013954,1
-1,3013955,2
-1,3013956,2
-1,3013957,1
-1,3013958,2
-1,3013960,1
-1,3013962,1
-1,3013964,2
-1,3013966,2
-1,3013967,1
-1,3013969,1
-1,3013970,1
-1,3013971,2
-1,3013972,1
-1,3013973,1
-1,3013976,2
-1,3013977,1
-1,3013981,2
-1,3013984,1
-1,3013986,2
-1,3013992,1
-1,3013997,1
-1,3014004,1
-1,3014014,2
-1,3014015,1
-1,3014017,1
-1,3014023,1
-1,3014035,2
-1,3014053,1
-1,3014059,1
-1,3014060,1
-1,3014066,1
-1,3014067,1
-1,3014068,2
-1,3014073,1
-1,3014074,1
-1,3014079,1
-1,3014080,1
-1,3014081,1
-1,3014082,1
-1,3014083,1
-1,3014087,1
-1,3014090,2
-1,3014092,1
-1,3014096,1
-1,3014101,1
-1,3014102,1
-1,3014103,2
-1,3014109,1
-1,3014111,1
-1,3014112,1
-1,3014113,1
-1,3014114,1
-1,3014117,1
-1,3014119,2
-1,3014121,2
-1,3014122,1
-1,3014125,1
-1,3014127,2
-1,3014128,1
-1,3014129,1
-1,3014131,2
-1,3014135,2
-1,3014136,2
-1,3014137,1
-1,3014138,2
-1,3014141,1
-1,3014142,1
-1,3014144,2
-1,3014145,1
-1,3014147,1
-1,3014148,1
-1,3014151,1
-1,3014153,1
-1,3014165,2
-1,3014171,1
-1,3014174,1
-1,3014175,3
-1,3014185,1
-1,3014187,2
-1,3014192,1
-1,3014193,1
-1,3014194,2
-1,3014197,1
-1,3014199,2
-1,3014202,1
-1,3014204,2
-1,3014207,1
-1,3014208,1
-1,3014212,1
-1,3014221,1
-1,3014222,1
-1,3014228,1
-1,3014230,2
-1,3014231,2
-1,3014232,1
-1,3014233,2
-1,3014236,1
-1,3014239,2
-1,3014241,1
-1,3014245,2
