OBJECTID,BPT,Cnt_BPT
-1,3005002,2
-1,3005005,1
-1,3005010,1
-1,3005011,2
-1,3005016,1
-1,3005017,2
-1,3005020,2
-1,3005022,1
-1,3005023,2
-1,3005024,1
-1,3005028,1
-1,3005031,2
-1,3005034,1
-1,3005036,1
-1,3005037,1
-1,3005038,1
-1,3005040,2
-1,3005042,1
-1,3005043,1
-1,3005044,1
-1,3005045,1
-1,3005047,1
-1,3005048,1
-1,3005051,1
-1,3005052,1
-1,3005053,2
-1,3005055,3
-1,3005056,1
-1,3005057,2
-1,3005059,1
-1,3005060,1
-1,3005063,2
-1,3005064,1
-1,3005066,2
-1,3005068,1
-1,3005071,1
-1,3005072,1
-1,3005075,2
-1,3005076,2
-1,3005078,1
-1,3005081,2
-1,3005087,1
-1,3005089,1
-1,3005092,1
-1,3005096,1
-1,3005099,2
-1,3005105,1
-1,3005106,2
-1,3005107,1
-1,3005108,1
-1,3005109,1
-1,3005112,1
-1,3005117,1
-1,3005122,1
-1,3005123,2
-1,3005138,1
-1,3005143,1
-1,3005146,2
-1,3005155,2
-1,3005156,1
-1,3005166,1
-1,3005167,2
-1,3005169,2
-1,3005176,1
-1,3005179,2
-1,3005180,1
-1,3005181,2
-1,3005186,2
-1,3005191,2
-1,3005193,1
-1,3005196,2
-1,3005198,2
-1,3005199,1
-1,3005205,2
-1,3005230,2
-1,3005232,1
-1,3005233,2
-1,3005234,1
-1,3005236,1
-1,3005247,1
-1,3005250,2
-1,3005252,3
-1,3005255,1
-1,3005256,2
-1,3005257,2
-1,3005263,3
-1,3005265,1
-1,3005271,2
-1,3005272,2
-1,3005273,2
-1,3005274,1
-1,3005277,1
-1,3005279,1
-1,3005282,1
-1,3005283,2
-1,3005286,2
-1,3005290,1
-1,3005293,2
-1,3005297,2
-1,3005301,1
-1,3005307,1
-1,3005308,2
-1,3005312,2
-1,3005314,2
-1,3005317,2
-1,3005318,1
-1,3005319,2
-1,3005320,1
-1,3005322,2
-1,3005325,2
-1,3005333,2
-1,3005334,1
-1,3005335,2
-1,3005336,1
-1,3005337,2
-1,3005338,2
-1,3005339,1
-1,3005341,1
-1,3005344,1
-1,3005346,1
-1,3005347,1
-1,3005348,2
-1,3005353,1
-1,3005354,2
-1,3005357,1
-1,3005358,2
-1,3005360,2
-1,3005362,2
-1,3005364,1
-1,3005365,2
-1,3005370,1
-1,3005376,2
-1,3005377,1
-1,3005379,1
-1,3005381,2
-1,3005382,3
-1,3005386,1
-1,3005389,2
-1,3005391,2
-1,3005394,2
-1,3005399,1
-1,3005400,1
-1,3005403,1
-1,3005406,1
-1,3005407,1
-1,3005408,1
-1,3005418,1
-1,3005419,2
-1,3005420,2
-1,3005421,2
-1,3005422,2
-1,3005424,2
-1,3005426,1
-1,3005428,1
-1,3005429,2
-1,3005435,1
-1,3005449,2
-1,3005452,2
-1,3005454,2
-1,3005459,1
-1,3005461,2
-1,3005462,1
-1,3005463,1
-1,3005464,1
-1,3005465,3
-1,3005467,2
-1,3005468,1
-1,3005469,2
-1,3005473,1
-1,3005480,1
-1,3005496,1
-1,3005497,1
-1,3005509,2
-1,3005510,2
-1,3005511,2
-1,3005512,2
-1,3005514,2
-1,3005516,1
-1,3005517,2
-1,3005518,2
-1,3005521,2
-1,3005524,2
-1,3005525,1
-1,3005533,1
-1,3005534,2
-1,3005535,2
-1,3005536,1
-1,3005538,1
-1,3005544,1
-1,3005545,2
-1,3005546,1
-1,3005547,1
-1,3005549,1
-1,3005553,2
-1,3005555,2
-1,3005556,1
-1,3005557,1
-1,3005559,2
-1,3005563,2
-1,3005564,2
-1,3005566,2
-1,3005568,1
-1,3005570,1
-1,3005572,1
-1,3005573,1
-1,3005578,2
-1,3005579,1
-1,3005583,1
-1,3005585,1
-1,3005586,1
-1,3005588,1
-1,3005589,2
-1,3005590,1
-1,3005593,2
-1,3005594,2
-1,3005595,2
-1,3005596,1
-1,3005600,2
-1,3005603,2
-1,3005604,2
-1,3005605,2
-1,3005609,2
-1,3005611,1
-1,3005612,2
-1,3005613,1
-1,3005614,2
-1,3005615,1
-1,3005616,2
-1,3005617,2
-1,3005619,2
-1,3005620,2
-1,3005625,1
-1,3005626,2
-1,3005628,1
-1,3005629,2
-1,3005630,2
-1,3005632,2
-1,3005633,1
-1,3005634,1
-1,3005635,1
-1,3005636,3
-1,3005646,2
-1,3005654,1
-1,3005665,2
-1,3005671,1
-1,3005674,2
-1,3005677,1
-1,3005684,2
-1,3005685,2
-1,3005688,1
-1,3005689,2
-1,3005691,2
-1,3005695,2
-1,3005698,2
-1,3005699,1
-1,3005700,1
-1,3005701,2
-1,3005705,1
-1,3005711,1
-1,3005725,1
-1,3005726,2
-1,3005731,2
-1,3005732,1
-1,3005735,2
-1,3005736,1
-1,3005739,2
-1,3005743,1
-1,3005750,2
-1,3005751,2
-1,3005753,1
-1,3005754,3
-1,3005755,2
-1,3005763,2
-1,3005766,1
-1,3005775,1
-1,3005778,2
-1,3005779,2
-1,3005780,2
-1,3005782,1
-1,3005785,2
-1,3005787,1
-1,3005789,3
-1,3005791,1
-1,3005794,1
-1,3005795,2
-1,3005796,1
-1,3005797,1
-1,3005800,1
-1,3005801,2
-1,3005805,1
-1,3005818,2
-1,3005822,2
-1,3005823,2
-1,3005826,2
-1,3005834,2
-1,3005835,2
-1,3005836,1
-1,3005851,1
-1,3005854,2
-1,3005856,1
-1,3005867,1
-1,3005868,2
-1,3005870,1
-1,3005874,2
-1,3005878,2
-1,3005900,2
-1,3005904,1
-1,3005907,1
-1,3005908,1
-1,3005910,1
-1,3005913,1
-1,3005916,2
-1,3005917,2
-1,3005918,2
-1,3005926,3
-1,3005936,1
-1,3005939,1
-1,3005946,2
-1,3005950,1
-1,3005951,2
-1,3005953,1
-1,3005968,1
-1,3005969,1
-1,3005973,1
-1,3005976,1
-1,3005983,1
-1,3005985,1
-1,3005988,2
-1,3005989,1
-1,3005990,1
-1,3005992,1
-1,3005995,2
-1,3005996,1
-1,3005997,2
-1,3006000,1
-1,3006001,1
-1,3006002,2
-1,3006004,1
-1,3006006,2
-1,3006008,1
-1,3006009,1
-1,3006012,1
-1,3006013,2
-1,3006026,1
-1,3006028,1
-1,3006029,2
-1,3006035,2
-1,3006040,2
-1,3006043,2
-1,3006048,1
-1,3006051,1
-1,3006052,1
-1,3006059,1
-1,3006061,2
-1,3006062,2
-1,3006063,2
-1,3006068,2
-1,3006069,2
-1,3006070,2
-1,3006072,1
-1,3006078,2
-1,3006080,1
-1,3006085,1
-1,3006086,2
-1,3006093,1
-1,3006097,2
-1,3006098,1
-1,3006099,2
-1,3006101,1
-1,3006103,1
-1,3006104,1
-1,3006107,2
-1,3006114,2
-1,3006115,2
-1,3006121,1
-1,3006125,3
-1,3006130,2
-1,3006133,1
-1,3006135,2
-1,3006139,1
-1,3006145,3
-1,3006181,2
-1,3006197,1
-1,3006199,1
-1,3006203,1
-1,3006208,2
-1,3006212,2
-1,3006214,2
-1,3006215,1
-1,3006216,1
-1,3006222,2
-1,3006229,1
-1,3006232,1
-1,3006236,1
-1,3006237,2
-1,3006240,1
-1,3006244,1
-1,3006253,1
-1,3006258,1
-1,3006262,1
-1,3006264,1
-1,3006270,1
-1,3006275,2
-1,3006276,1
-1,3006284,1
-1,3006287,1
-1,3006296,2
-1,3006308,1
-1,3006316,1
-1,3006319,1
-1,3006323,1
-1,3006331,1
-1,3006336,1
-1,3006344,2
-1,3006345,4
-1,3006346,1
-1,3006347,1
-1,3006348,1
-1,3006350,1
-1,3006355,1
-1,3006364,2
-1,3006365,1
-1,3006367,2
-1,3006369,1
-1,3006371,1
-1,3006372,1
-1,3006373,1
-1,3006374,2
-1,3006375,1
-1,3006376,1
-1,3006377,1
-1,3006378,1
-1,3006379,2
-1,3006382,2
-1,3006385,2
-1,3006386,1
-1,3006394,1
-1,3006399,1
-1,3006400,1
-1,3006401,2
-1,3006402,2
-1,3006403,2
-1,3006405,2
-1,3006406,1
-1,3006407,2
-1,3006413,1
-1,3006419,2
-1,3006423,1
-1,3006424,2
-1,3006426,1
-1,3006431,1
-1,3006432,1
-1,3006433,1
-1,3006434,1
-1,3006437,1
-1,3006440,2
-1,3006442,2
-1,3006443,2
-1,3006445,1
-1,3006446,2
-1,3006447,2
-1,3006448,2
-1,3006449,1
-1,3006460,1
-1,3006461,1
-1,3006463,1
-1,3006469,1
-1,3006471,1
-1,3006472,1
-1,3006475,1
-1,3006479,2
-1,3006480,1
-1,3006482,1
-1,3006485,1
-1,3006489,1
-1,3006490,1
-1,3006493,1
-1,3006495,2
-1,3006496,1
-1,3006497,2
-1,3006498,2
-1,3006500,2
-1,3006503,2
-1,3006505,1
-1,3006507,1
-1,3006512,1
-1,3006524,1
-1,3006525,1
-1,3006528,2
-1,3006540,2
-1,3006542,2
-1,3006545,2
-1,3006546,1
-1,3006547,2
-1,3006548,2
-1,3006549,2
-1,3006550,1
-1,3006552,2
-1,3006555,2
-1,3006559,2
-1,3006563,1
-1,3006568,2
-1,3006580,2
-1,3006581,2
-1,3006583,2
-1,3006584,1
-1,3006585,2
-1,3006587,2
-1,3006589,2
-1,3006590,1
-1,3006595,1
-1,3006619,2
-1,3006620,2
-1,3006627,1
-1,3006629,1
-1,3006632,1
-1,3006634,1
-1,3006636,2
-1,3006637,1
-1,3006638,1
-1,3006639,2
-1,3006645,1
-1,3006646,2
-1,3006647,2
-1,3006649,2
-1,3006650,2
-1,3006652,1
-1,3006657,1
-1,3006664,1
-1,3006665,1
-1,3006666,1
-1,3006667,1
-1,3006675,2
-1,3006691,1
-1,3006692,2
-1,3006694,2
-1,3006695,2
-1,3006697,2
-1,3006703,2
-1,3006704,2
-1,3006707,2
-1,3006708,2
-1,3006709,2
-1,3006711,2
-1,3006712,2
-1,3006713,2
-1,3006714,2
-1,3006715,2
-1,3006716,2
-1,3006720,3
-1,3006725,1
-1,3006734,1
-1,3006744,2
-1,3006754,1
-1,3006757,1
-1,3006759,2
-1,3006762,2
-1,3006764,2
-1,3006765,2
-1,3006766,1
-1,3006767,1
-1,3006768,2
-1,3006769,2
-1,3006771,2
-1,3006772,1
-1,3006776,1
-1,3006777,2
-1,3006779,1
-1,3006780,1
-1,3006781,1
-1,3006790,1
-1,3006792,2
-1,3006793,1
-1,3006795,1
-1,3006796,2
-1,3006797,1
-1,3006798,1
-1,3006799,1
-1,3006803,1
-1,3006810,1
-1,3006818,2
-1,3006819,1
-1,3006821,1
-1,3006822,1
-1,3006823,1
-1,3006824,1
-1,3006825,1
-1,3006835,1
-1,3006843,2
-1,3006846,1
-1,3006847,2
-1,3006848,3
-1,3006849,1
-1,3006851,2
-1,3006852,1
-1,3006855,1
-1,3006856,2
-1,3006857,2
-1,3006862,2
-1,3006871,1
-1,3006878,2
-1,3006879,2
-1,3006882,1
-1,3006891,1
-1,3006902,2
-1,3006904,2
-1,3006910,2
-1,3006913,2
-1,3006916,2
-1,3006925,2
-1,3006927,2
-1,3006932,2
-1,3006933,2
-1,3006934,2
-1,3006937,2
-1,3006940,1
-1,3006942,2
-1,3006949,2
-1,3006955,2
-1,3006965,1
-1,3006971,2
-1,3006972,2
-1,3006974,1
-1,3006977,3
-1,3006980,2
-1,3006982,1
-1,3006983,1
-1,3006992,1
-1,3006995,2
-1,3006999,2
-1,3007005,5
-1,3007018,2
-1,3007043,1
-1,3007058,1
-1,3007064,1
-1,3007066,1
-1,3007070,1
-1,3007075,1
-1,3007076,3
-1,3007083,1
-1,3007084,1
-1,3007085,1
-1,3007088,1
-1,3007096,1
-1,3007097,3
-1,3007102,1
-1,3007110,3
-1,3007117,2
-1,3007118,3
-1,3007121,2
-1,3007128,2
-1,3007129,1
-1,3007133,1
-1,3007137,1
-1,3007139,1
-1,3007140,1
-1,3007141,2
-1,3007146,1
-1,3007147,1
-1,3007148,1
-1,3007152,1
-1,3007153,2
-1,3007157,1
-1,3007160,2
-1,3007163,1
-1,3007165,4
-1,3007171,1
-1,3007172,2
-1,3007177,1
-1,3007179,3
-1,3007180,1
-1,3007181,1
-1,3007182,1
-1,3007185,2
-1,3007186,2
-1,3007189,1
-1,3007190,1
-1,3007193,2
-1,3007195,2
-1,3007198,2
-1,3007201,2
-1,3007202,2
-1,3007205,2
-1,3007208,2
-1,3007215,2
-1,3007216,2
-1,3007221,2
-1,3007227,1
-1,3007228,1
-1,3007251,1
-1,3007252,1
-1,3007253,2
-1,3007254,2
-1,3007255,2
-1,3007256,2
-1,3007260,2
-1,3007265,1
-1,3007267,2
-1,3007271,1
-1,3007273,1
-1,3007278,1
-1,3007280,1
-1,3007282,1
-1,3007291,2
-1,3007292,2
-1,3007293,2
-1,3007295,2
-1,3007296,2
-1,3007298,2
-1,3007300,1
-1,3007301,2
-1,3007304,2
-1,3007305,1
-1,3007306,1
-1,3007307,1
-1,3007309,2
-1,3007312,2
-1,3007314,1
-1,3007316,2
-1,3007318,1
-1,3007319,2
-1,3007320,4
-1,3007336,1
-1,3007337,1
-1,3007339,2
-1,3007340,2
-1,3007342,2
-1,3007343,2
-1,3007344,2
-1,3007346,2
-1,3007349,1
-1,3007352,2
-1,3007354,1
-1,3007357,2
-1,3007359,1
-1,3007363,2
-1,3007368,3
-1,3007370,1
-1,3007379,1
-1,3007380,1
-1,3007386,1
-1,3007387,2
-1,3007389,2
-1,3007392,2
-1,3007393,2
-1,3007395,2
-1,3007398,2
-1,3007403,2
-1,3007405,1
-1,3007409,2
-1,3007411,1
-1,3007414,2
-1,3007417,1
-1,3007424,1
-1,3007430,2
-1,3007432,2
-1,3007434,2
-1,3007436,2
-1,3007437,1
-1,3007440,2
-1,3007442,2
-1,3007450,1
-1,3007458,1
-1,3007459,2
-1,3007463,1
-1,3007471,2
-1,3007473,1
-1,3007474,3
-1,3007478,2
-1,3007481,2
-1,3007491,1
-1,3007499,1
-1,3007503,1
-1,3007511,1
-1,3007518,1
-1,3007520,1
-1,3007523,2
-1,3007524,1
-1,3007525,2
-1,3007527,2
-1,3007532,1
-1,3007533,1
-1,3007534,1
-1,3007535,2
-1,3007536,2
-1,3007537,1
-1,3007540,1
-1,3007542,2
-1,3007543,2
-1,3007544,1
-1,3007545,1
-1,3007546,1
-1,3007547,2
-1,3007548,2
-1,3007550,1
-1,3007551,2
-1,3007552,1
-1,3007557,1
-1,3007559,1
-1,3007561,2
-1,3007563,1
-1,3007564,1
-1,3007565,1
-1,3007566,2
-1,3007568,2
-1,3007569,2
-1,3007570,1
-1,3007571,1
-1,3007574,1
-1,3007575,1
-1,3007580,2
-1,3007583,1
-1,3007590,1
-1,3007595,2
-1,3007600,2
-1,3007602,2
-1,3007603,2
-1,3007608,1
-1,3007623,2
-1,3007639,2
-1,3007642,1
-1,3007649,2
-1,3007650,1
-1,3007666,2
-1,3007669,1
-1,3007674,1
-1,3007679,1
-1,3007681,2
-1,3007696,1
-1,3007707,2
-1,3007712,1
-1,3007713,1
-1,3007715,1
-1,3007719,1
-1,3007721,2
-1,3007722,1
-1,3007724,2
-1,3007725,1
-1,3007726,1
-1,3007728,2
-1,3007729,2
-1,3007732,1
-1,3007736,2
-1,3007737,3
-1,3007739,1
-1,3007740,2
-1,3007741,2
-1,3007742,1
-1,3007743,1
-1,3007745,2
-1,3007746,1
-1,3007747,1
-1,3007753,1
-1,3007758,2
-1,3007761,1
-1,3007766,1
-1,3007775,1
-1,3007781,1
-1,3007814,2
-1,3007817,1
-1,3007823,1
-1,3007824,1
-1,3007825,1
-1,3007851,2
-1,3007857,1
-1,3007860,1
-1,3007863,1
-1,3007882,2
-1,3007896,1
-1,3007903,2
-1,3007906,1
-1,3007907,1
-1,3007910,2
-1,3007912,2
-1,3007913,1
-1,3007915,1
-1,3007918,2
-1,3007921,2
-1,3007922,1
-1,3007926,2
-1,3007931,1
-1,3007932,2
-1,3007933,1
-1,3007936,1
-1,3007937,1
-1,3007939,1
-1,3007940,1
-1,3007944,1
-1,3007949,2
-1,3007957,1
-1,3007960,1
-1,3007963,1
-1,3007966,2
-1,3007975,1
-1,3007980,2
-1,3007983,1
-1,3007984,2
-1,3007985,2
-1,3007986,1
-1,3007990,1
-1,3007992,2
-1,3007993,1
-1,3007994,1
-1,3007996,2
-1,3007999,1
-1,3008002,1
-1,3008006,2
-1,3008007,2
-1,3008008,2
-1,3008009,2
-1,3008010,1
-1,3008014,2
-1,3008023,1
-1,3008024,1
-1,3008033,1
-1,3008036,2
-1,3008037,1
-1,3008041,1
-1,3008046,2
-1,3008049,2
-1,3008050,1
-1,3008052,1
-1,3008054,1
-1,3008056,1
-1,3008062,1
-1,3008065,2
-1,3008072,1
-1,3008074,1
-1,3008081,1
-1,3008082,1
-1,3008089,1
-1,3008090,2
-1,3008097,1
-1,3008099,1
-1,3008100,1
-1,3008101,1
-1,3008106,2
-1,3008107,1
-1,3008108,1
-1,3008113,1
-1,3008114,1
-1,3008117,1
-1,3008122,2
-1,3008123,2
-1,3008124,1
-1,3008128,2
-1,3008131,2
-1,3008137,1
-1,3008140,1
-1,3008142,1
-1,3008144,1
-1,3008146,1
-1,3008149,2
-1,3008150,2
-1,3008153,2
-1,3008154,1
-1,3008160,2
-1,3008161,1
-1,3008174,2
-1,3008176,2
-1,3008177,1
-1,3008178,3
-1,3008183,1
-1,3008184,1
-1,3008189,2
-1,3008197,1
-1,3008201,1
-1,3008208,1
-1,3008216,1
-1,3008220,1
-1,3008222,1
-1,3008224,1
-1,3008226,2
-1,3008233,1
-1,3008240,2
-1,3008243,1
-1,3008246,1
-1,3008251,1
-1,3008258,1
-1,3008264,2
-1,3008265,2
-1,3008266,1
-1,3008267,2
-1,3008268,2
-1,3008269,2
-1,3008270,2
-1,3008271,2
-1,3008272,2
-1,3008274,3
-1,3008275,1
-1,3008276,2
-1,3008277,2
-1,3008279,2
-1,3008280,2
-1,3008282,1
-1,3008283,1
-1,3008284,1
-1,3008287,1
-1,3008289,1
-1,3008294,1
-1,3008297,1
-1,3008298,1
-1,3008299,1
-1,3008300,2
-1,3008301,2
-1,3008306,2
-1,3008313,1
-1,3008314,3
-1,3008315,1
-1,3008316,2
-1,3008320,1
-1,3008321,1
-1,3008323,2
-1,3008324,2
-1,3008328,2
-1,3008331,1
-1,3008333,1
-1,3008334,1
-1,3008336,1
-1,3008338,2
-1,3008339,2
-1,3008340,2
-1,3008342,1
-1,3008343,2
-1,3008344,1
-1,3008346,2
-1,3008348,1
-1,3008350,1
-1,3008353,2
-1,3008358,1
-1,3008359,2
-1,3008360,2
-1,3008361,1
-1,3008362,2
-1,3008363,1
-1,3008364,2
-1,3008365,2
-1,3008366,1
-1,3008371,1
-1,3008372,4
-1,3008373,1
-1,3008375,2
-1,3008377,1
-1,3008379,1
-1,3008381,1
-1,3008385,1
-1,3008386,1
-1,3008387,1
-1,3008388,2
-1,3008392,1
-1,3008393,1
-1,3008396,2
-1,3008397,1
-1,3008399,1
-1,3008403,1
-1,3008405,1
-1,3008406,1
-1,3008409,2
-1,3008411,1
-1,3008413,1
-1,3008417,2
-1,3008423,2
-1,3008425,2
-1,3008426,1
-1,3008430,1
-1,3008431,2
-1,3008432,3
-1,3008433,2
-1,3008434,2
-1,3008437,2
-1,3008438,1
-1,3008440,3
-1,3008441,1
-1,3008447,1
-1,3008448,1
-1,3008451,1
-1,3008455,1
-1,3008460,3
-1,3008471,1
-1,3008482,1
-1,3008486,1
-1,3008487,1
-1,3008488,1
-1,3008489,1
-1,3008490,2
-1,3008491,1
-1,3008496,1
-1,3008498,1
-1,3008499,1
-1,3008501,1
-1,3008503,1
-1,3008506,1
-1,3008511,1
-1,3008512,1
-1,3008513,1
-1,3008516,1
-1,3008520,1
-1,3008523,1
-1,3008530,2
-1,3008537,2
-1,3008541,1
-1,3008562,1
-1,3008563,1
-1,3008569,2
-1,3008571,1
-1,3008575,2
-1,3008578,2
-1,3008584,1
-1,3008593,2
-1,3008605,1
-1,3008607,2
-1,3008609,1
-1,3008611,1
-1,3008614,2
-1,3008615,1
-1,3008618,2
-1,3008619,1
-1,3008621,1
-1,3008622,1
-1,3008623,1
-1,3008625,2
-1,3008635,2
-1,3008637,2
-1,3008641,2
-1,3008642,2
-1,3008644,2
-1,3008645,1
-1,3008658,1
-1,3008659,2
-1,3008660,1
-1,3008665,1
-1,3008667,1
-1,3008674,1
-1,3008676,2
-1,3008683,1
-1,3008685,1
-1,3008692,2
-1,3008693,1
-1,3008696,2
-1,3008698,2
-1,3008701,1
-1,3008703,1
-1,3008704,3
-1,3008710,1
-1,3008711,1
-1,3008712,1
-1,3008718,2
-1,3008725,2
-1,3008727,1
-1,3008728,2
-1,3008729,2
-1,3008734,1
-1,3008736,2
-1,3008747,1
-1,3008753,1
-1,3008767,1
-1,3008776,1
-1,3008781,2
-1,3008782,1
-1,3008783,1
-1,3008784,1
-1,3008787,1
-1,3008792,1
-1,3008805,2
-1,3008808,1
-1,3008816,2
-1,3008818,1
-1,3008819,2
-1,3008823,2
-1,3008836,1
-1,3008837,1
-1,3008841,1
-1,3008847,1
-1,3008878,1
-1,3008884,1
-1,3008890,1
-1,3008902,2
-1,3008903,1
-1,3008905,1
-1,3008908,2
-1,3008909,1
-1,3008910,2
-1,3008911,1
-1,3008916,1
-1,3008917,2
-1,3008918,2
-1,3008919,2
-1,3008920,1
-1,3008921,2
-1,3008922,1
-1,3008924,1
-1,3008925,1
-1,3008928,2
-1,3008929,2
-1,3008931,1
-1,3008932,1
-1,3008933,1
-1,3008934,2
-1,3008935,1
-1,3008938,2
-1,3008939,1
-1,3008941,1
-1,3008942,1
-1,3008943,1
-1,3008944,2
-1,3008945,1
-1,3008960,1
-1,3008961,2
-1,3008965,2
-1,3008966,1
-1,3008969,1
-1,3008975,1
-1,3008976,1
-1,3008978,2
-1,3008979,2
-1,3008984,2
-1,3008988,1
-1,3008990,2
-1,3008994,1
-1,3008997,1
-1,3009001,2
-1,3009002,1
-1,3009006,2
-1,3009011,2
-1,3009012,1
-1,3009013,2
-1,3009016,1
-1,3009017,2
-1,3009022,2
-1,3009024,1
-1,3009025,2
-1,3009026,2
-1,3009029,1
-1,3009032,1
-1,3009033,2
-1,3009040,2
-1,3009045,1
-1,3009048,1
-1,3009049,2
-1,3009057,3
-1,3009058,1
-1,3009074,2
-1,3009075,1
-1,3009081,2
-1,3009086,1
-1,3009094,1
-1,3009098,2
-1,3009099,2
-1,3009101,1
-1,3009105,1
-1,3009107,2
-1,3009110,1
-1,3009114,2
-1,3009115,1
-1,3009119,2
-1,3009124,2
-1,3009191,1
-1,3009192,1
-1,3009199,2
-1,3009201,2
-1,3009202,1
-1,3009203,2
-1,3009204,2
-1,3009212,2
-1,3009213,2
-1,3009219,1
-1,3009221,1
-1,3009222,2
-1,3009225,1
-1,3009226,1
-1,3009230,1
-1,3009231,2
-1,3009232,1
-1,3009234,1
-1,3009239,1
-1,3009243,1
-1,3009244,2
-1,3009245,2
-1,3009250,1
-1,3009251,2
-1,3009255,2
-1,3009256,1
-1,3009260,1
-1,3009261,2
-1,3009265,2
-1,3009266,1
-1,3009270,2
-1,3009271,1
-1,3009276,1
-1,3009278,2
-1,3009280,2
-1,3009283,2
-1,3009287,1
-1,3009289,2
-1,3009292,2
-1,3009293,1
-1,3009294,2
-1,3009296,2
-1,3009304,2
-1,3009309,1
-1,3009319,1
-1,3009324,1
-1,3009329,1
-1,3009331,2
-1,3009333,2
-1,3009338,1
-1,3009339,1
-1,3009345,1
-1,3009346,1
-1,3009347,1
-1,3009352,2
-1,3009354,1
-1,3009356,1
-1,3009357,2
-1,3009361,1
-1,3009362,1
-1,3009363,1
-1,3009364,3
-1,3009365,1
-1,3009369,1
-1,3009374,2
-1,3009376,2
-1,3009378,2
-1,3009380,2
-1,3009386,2
-1,3009391,1
-1,3009394,1
-1,3009400,1
-1,3009401,1
-1,3009402,1
-1,3009404,1
-1,3009405,1
-1,3009406,1
-1,3009409,1
-1,3009410,1
-1,3009413,1
-1,3009425,1
-1,3009429,2
-1,3009430,2
-1,3009433,1
-1,3009434,2
-1,3009441,2
-1,3009442,1
-1,3009444,1
-1,3009447,1
-1,3009448,2
-1,3009451,1
-1,3009457,1
-1,3009467,1
-1,3009473,1
-1,3009479,1
-1,3009483,1
-1,3009484,2
-1,3009490,1
-1,3009494,2
-1,3009495,1
-1,3009501,1
-1,3009502,2
-1,3009504,1
-1,3009509,2
-1,3009511,1
-1,3009512,1
-1,3009513,2
-1,3009514,2
-1,3009515,1
-1,3009516,2
-1,3009518,1
-1,3009519,2
-1,3009520,1
-1,3009522,3
-1,3009534,2
-1,3009536,1
-1,3009540,2
-1,3009541,1
-1,3009542,1
-1,3009543,2
-1,3009545,2
-1,3009546,2
-1,3009547,1
-1,3009548,2
-1,3009549,2
-1,3009550,2
-1,3009551,1
-1,3009553,1
-1,3009557,2
-1,3009558,2
-1,3009559,2
-1,3009564,1
-1,3009573,1
-1,3009574,1
-1,3009576,1
-1,3009581,2
-1,3009582,1
-1,3009584,1
-1,3009586,1
-1,3009587,2
-1,3009588,2
-1,3009589,1
-1,3009590,2
-1,3009591,1
-1,3009592,1
-1,3009594,2
-1,3009597,1
-1,3009599,2
-1,3009601,1
-1,3009602,1
-1,3009604,1
-1,3009607,2
-1,3009609,1
-1,3009610,2
-1,3009614,2
-1,3009615,2
-1,3009616,2
-1,3009617,1
-1,3009618,2
-1,3009620,2
-1,3009623,1
-1,3009624,1
-1,3009625,2
-1,3009626,2
-1,3009627,2
-1,3009628,2
-1,3009635,2
-1,3009642,2
-1,3009643,1
-1,3009644,1
-1,3009648,1
-1,3009654,1
-1,3009663,2
-1,3009665,2
-1,3009666,1
-1,3009668,2
-1,3009669,1
-1,3009671,1
-1,3009673,2
-1,3009675,2
-1,3009676,3
-1,3009677,1
-1,3009678,1
-1,3009679,1
-1,3009680,1
-1,3009682,1
-1,3009685,2
-1,3009686,1
-1,3009691,2
-1,3009693,1
-1,3009696,2
-1,3009701,2
-1,3009704,1
-1,3009711,2
-1,3009712,2
-1,3009714,2
-1,3009715,2
-1,3009716,2
-1,3009718,1
-1,3009719,1
-1,3009720,2
-1,3009721,2
-1,3009723,2
-1,3009724,1
-1,3009725,4
-1,3009727,2
-1,3009729,1
-1,3009731,1
-1,3009732,2
-1,3009733,2
-1,3009738,1
-1,3009750,1
-1,3009761,2
-1,3009762,3
-1,3009763,1
-1,3009781,1
-1,3009783,1
-1,3009790,1
-1,3009793,2
-1,3009807,2
-1,3009810,1
-1,3009836,1
-1,3009848,1
-1,3009855,1
-1,3009858,1
-1,3009860,1
-1,3009867,1
-1,3009869,2
-1,3009888,2
-1,3009889,2
-1,3009890,1
-1,3009892,2
-1,3009902,1
-1,3009903,1
-1,3009906,1
-1,3009907,2
-1,3009908,1
-1,3009911,2
-1,3009913,1
-1,3009914,1
-1,3009915,1
-1,3009916,1
-1,3009917,1
-1,3009918,2
-1,3009919,2
-1,3009923,1
-1,3009924,1
-1,3009931,1
-1,3009932,1
-1,3009933,2
-1,3009934,1
-1,3009938,1
-1,3009945,1
-1,3009948,1
-1,3009950,1
-1,3009959,1
-1,3009963,2
-1,3009971,1
-1,3009972,2
-1,3009974,1
-1,3009978,1
-1,3009980,2
-1,3009985,1
-1,3009990,1
-1,3009993,1
-1,3009995,2
-1,3009996,1
-1,3009997,1
-1,3009999,1
-1,3010002,2
-1,3010007,1
-1,3010008,1
-1,3010011,1
-1,3010013,1
-1,3010019,1
-1,3010026,2
-1,3010028,1
-1,3010033,1
-1,3010043,2
-1,3010045,1
-1,3010050,1
-1,3010053,2
-1,3010056,2
-1,3010057,1
-1,3010063,1
-1,3010064,3
-1,3010072,1
-1,3010088,2
-1,3010092,1
-1,3010093,3
-1,3010094,1
-1,3010095,1
-1,3010097,1
-1,3010102,1
-1,3010103,2
-1,3010107,1
-1,3010110,1
