OBJECTID,BPT,Cnt_BPT
-1,3010115,2
-1,3010116,1
-1,3010120,1
-1,3010121,1
-1,3010122,1
-1,3010125,1
-1,3010126,1
-1,3010129,1
-1,3010132,1
-1,3010134,2
-1,3010135,1
-1,3010136,2
-1,3010137,1
-1,3010143,2
-1,3010145,1
-1,3010149,2
-1,3010154,1
-1,3010155,1
-1,3010158,1
-1,3010162,1
-1,3010163,1
-1,3010166,2
-1,3010168,1
-1,3010180,2
-1,3010181,2
-1,3010182,2
-1,3010183,1
-1,3010188,1
-1,3010191,1
-1,3010192,1
-1,3010193,1
-1,3010194,2
-1,3010197,1
-1,3010201,2
-1,3010207,2
-1,3010227,2
-1,3010229,2
-1,3010244,1
-1,3010245,2
-1,3010252,1
-1,3010261,3
-1,3010268,1
-1,3010274,2
-1,3010280,2
-1,3010281,2
-1,3010286,2
-1,3010287,1
-1,3010291,2
-1,3010292,1
-1,3010293,1
-1,3010294,2
-1,3010295,1
-1,3010296,1
-1,3010297,2
-1,3010298,1
-1,3010300,1
-1,3010301,1
-1,3010307,1
-1,3010309,2
-1,3010312,2
-1,3010313,2
-1,3010315,1
-1,3010317,2
-1,3010318,2
-1,3010322,2
-1,3010328,1
-1,3010334,2
-1,3010335,2
-1,3010337,1
-1,3010342,1
-1,3010343,2
-1,3010348,1
-1,3010350,1
-1,3010351,2
-1,3010352,2
-1,3010355,1
-1,3010360,2
-1,3010364,1
-1,3010367,1
-1,3010370,2
-1,3010375,1
-1,3010384,2
-1,3010385,1
-1,3010387,1
-1,3010390,2
-1,3010392,2
-1,3010407,1
-1,3010435,1
-1,3010436,3
-1,3010438,2
-1,3010447,1
-1,3010450,1
-1,3010452,2
-1,3010453,2
-1,3010454,2
-1,3010455,1
-1,3010458,1
-1,3010462,1
-1,3010467,1
-1,3010469,1
-1,3010472,1
-1,3010475,2
-1,3010480,2
-1,3010496,1
-1,3010498,1
-1,3010509,1
-1,3010525,1
-1,3010528,2
-1,3010530,2
-1,3010534,1
-1,3010545,1
-1,3010548,2
-1,3010549,1
-1,3010572,1
-1,3010575,3
-1,3010579,2
-1,3010590,1
-1,3010595,1
-1,3010608,1
-1,3010609,1
-1,3010610,1
-1,3010611,2
-1,3010613,2
-1,3010616,1
-1,3010619,1
-1,3010622,2
-1,3010630,2
-1,3010631,1
-1,3010633,2
-1,3010638,1
-1,3010640,2
-1,3010641,1
-1,3010650,3
-1,3010657,1
-1,3010681,1
-1,3010687,1
-1,3010691,2
-1,3010692,1
-1,3010706,1
-1,3010710,1
-1,3010712,1
-1,3010714,1
-1,3010732,2
-1,3010738,1
-1,3010740,1
-1,3010743,2
-1,3010747,1
-1,3010749,2
-1,3010751,1
-1,3010753,1
-1,3010755,1
-1,3010756,1
-1,3010757,2
-1,3010761,1
-1,3010767,2
-1,3010774,1
-1,3010776,2
-1,3010778,2
-1,3010779,1
-1,3010784,2
-1,3010785,2
-1,3010787,1
-1,3010796,2
-1,3010797,1
-1,3010799,1
-1,3010800,2
-1,3010805,1
-1,3010806,1
-1,3010809,1
-1,3010816,1
-1,3010818,1
-1,3010819,1
-1,3010825,2
-1,3010826,2
-1,3010828,1
-1,3010829,2
-1,3010834,1
-1,3010835,2
-1,3010836,2
-1,3010837,2
-1,3010840,2
-1,3010844,2
-1,3010845,2
-1,3010849,1
-1,3010850,1
-1,3010851,1
-1,3010855,1
-1,3010863,2
-1,3010866,1
-1,3010873,2
-1,3010887,1
-1,3010892,2
-1,3010895,3
-1,3010897,2
-1,3010899,2
-1,3010902,1
-1,3010903,1
-1,3010909,1
-1,3010910,1
-1,3010914,1
-1,3010916,2
-1,3010917,1
-1,3010919,1
-1,3010921,1
-1,3010922,2
-1,3010925,1
-1,3010927,1
-1,3010928,1
-1,3010929,1
-1,3010930,1
-1,3010931,2
-1,3010933,1
-1,3010934,2
-1,3010935,1
-1,3010936,2
-1,3010937,1
-1,3010941,1
-1,3010944,2
-1,3010946,1
-1,3010950,1
-1,3010951,1
-1,3010958,2
-1,3010960,2
-1,3010963,1
-1,3010964,1
-1,3010965,1
-1,3010966,2
-1,3010970,1
-1,3010971,2
-1,3010973,1
-1,3010975,2
-1,3010976,2
-1,3010977,1
-1,3010983,2
-1,3010991,1
-1,3010995,2
-1,3010998,2
-1,3011002,1
-1,3011011,1
-1,3011012,1
-1,3011013,2
-1,3011021,2
-1,3011026,1
-1,3011027,1
-1,3011028,3
-1,3011031,2
-1,3011035,2
-1,3011044,1
-1,3011048,1
-1,3011060,2
-1,3011064,1
-1,3011069,1
-1,3011078,1
-1,3011083,1
-1,3011088,1
-1,3011095,1
-1,3011110,2
-1,3011120,1
-1,3011129,2
-1,3011144,1
-1,3011145,1
-1,3011147,1
-1,3011152,1
-1,3011168,1
-1,3011169,1
-1,3011173,2
-1,3011178,2
-1,3011180,1
-1,3011184,2
-1,3011189,1
-1,3011210,1
-1,3011211,1
-1,3011212,1
-1,3011213,1
-1,3011217,2
-1,3011218,1
-1,3011219,1
-1,3011221,2
-1,3011222,1
-1,3011224,2
-1,3011225,1
-1,3011229,2
-1,3011242,1
-1,3011246,1
-1,3011252,1
-1,3011259,1
-1,3011265,2
-1,3011281,1
-1,3011285,2
-1,3011287,2
-1,3011290,2
-1,3011291,2
-1,3011313,1
-1,3011314,2
-1,3011322,2
-1,3011323,1
-1,3011324,1
-1,3011325,1
-1,3011326,2
-1,3011328,1
-1,3011330,1
-1,3011334,3
-1,3011337,2
-1,3011345,2
-1,3011348,2
-1,3011351,2
-1,3011353,2
-1,3011354,1
-1,3011362,1
-1,3011364,1
-1,3011367,2
-1,3011373,1
-1,3011382,2
-1,3011383,1
-1,3011385,1
-1,3011386,1
-1,3011388,2
-1,3011390,1
-1,3011391,2
-1,3011392,1
-1,3011394,1
-1,3011395,1
-1,3011397,1
-1,3011398,2
-1,3011401,1
-1,3011402,1
-1,3011406,2
-1,3011410,2
-1,3011411,2
-1,3011413,1
-1,3011414,1
-1,3011418,1
-1,3011419,1
-1,3011420,1
-1,3011424,2
-1,3011428,1
-1,3011430,1
-1,3011434,2
-1,3011435,2
-1,3011437,2
-1,3011447,1
-1,3011448,2
-1,3011449,2
-1,3011451,2
-1,3011453,1
-1,3011459,2
-1,3011462,2
-1,3011464,2
-1,3011466,2
-1,3011468,2
-1,3011470,2
-1,3011473,2
-1,3011476,2
-1,3011477,2
-1,3011478,1
-1,3011479,1
-1,3011480,2
-1,3011481,1
-1,3011492,1
-1,3011493,1
-1,3011499,1
-1,3011500,2
-1,3011502,1
-1,3011505,1
-1,3011507,2
-1,3011508,1
-1,3011513,2
-1,3011518,1
-1,3011519,1
-1,3011521,1
-1,3011522,2
-1,3011526,2
-1,3011533,1
-1,3011535,2
-1,3011536,2
-1,3011537,1
-1,3011538,2
-1,3011540,1
-1,3011542,1
-1,3011545,1
-1,3011546,2
-1,3011549,1
-1,3011550,1
-1,3011551,2
-1,3011552,2
-1,3011557,1
-1,3011559,1
-1,3011562,2
-1,3011572,1
-1,3011575,1
-1,3011580,1
-1,3011581,2
-1,3011589,2
-1,3011590,2
-1,3011595,1
-1,3011598,2
-1,3011605,1
-1,3011607,1
-1,3011608,1
-1,3011620,2
-1,3011622,2
-1,3011624,1
-1,3011625,1
-1,3011626,2
-1,3011629,1
-1,3011640,2
-1,3011647,1
-1,3011657,1
-1,3011659,2
-1,3011667,1
-1,3011669,2
-1,3011670,2
-1,3011673,1
-1,3011678,1
-1,3011680,2
-1,3011681,1
-1,3011683,2
-1,3011684,2
-1,3011698,1
-1,3011699,2
-1,3011703,2
-1,3011705,1
-1,3011708,1
-1,3011724,1
-1,3011725,1
-1,3011727,1
-1,3011729,1
-1,3011730,1
-1,3011740,2
-1,3011741,2
-1,3011748,1
-1,3011749,1
-1,3011750,1
-1,3011753,1
-1,3011757,1
-1,3011762,2
-1,3011765,2
-1,3011766,1
-1,3011767,2
-1,3011777,2
-1,3011784,2
-1,3011786,1
-1,3011787,1
-1,3011788,2
-1,3011791,1
-1,3011792,2
-1,3011793,2
-1,3011795,1
-1,3011797,2
-1,3011799,1
-1,3011800,1
-1,3011801,1
-1,3011803,4
-1,3011804,2
-1,3011807,2
-1,3011819,2
-1,3011823,1
-1,3011824,1
-1,3011826,3
-1,3011828,1
-1,3011834,2
-1,3011845,1
-1,3011849,1
-1,3011852,1
-1,3011870,2
-1,3011882,1
-1,3011890,1
-1,3011897,2
-1,3011901,1
-1,3011905,1
-1,3011906,2
-1,3011908,1
-1,3011911,2
-1,3011914,2
-1,3011915,1
-1,3011916,2
-1,3011929,2
-1,3011932,1
-1,3011934,2
-1,3011936,1
-1,3011939,2
-1,3011941,1
-1,3011943,2
-1,3011944,2
-1,3011945,1
-1,3011947,1
-1,3011949,1
-1,3011951,2
-1,3011960,2
-1,3011964,1
-1,3011968,2
-1,3011973,1
-1,3011974,2
-1,3011978,1
-1,3011980,2
-1,3011982,2
-1,3011984,2
-1,3011985,2
-1,3011986,1
-1,3011988,2
-1,3011989,2
-1,3011991,1
-1,3011994,2
-1,3011996,1
-1,3011997,1
-1,3012001,2
-1,3012002,1
-1,3012004,2
-1,3012006,2
-1,3012008,2
-1,3012010,2
-1,3012011,1
-1,3012012,2
-1,3012015,1
-1,3012016,2
-1,3012017,2
-1,3012018,1
-1,3012019,2
-1,3012020,1
-1,3012021,1
-1,3012022,1
-1,3012023,1
-1,3012024,2
-1,3012025,1
-1,3012026,1
-1,3012027,2
-1,3012028,2
-1,3012029,2
-1,3012036,2
-1,3012039,1
-1,3012040,2
-1,3012041,1
-1,3012044,1
-1,3012045,2
-1,3012047,2
-1,3012049,2
-1,3012050,1
-1,3012057,1
-1,3012058,1
-1,3012067,1
-1,3012069,1
-1,3012071,2
-1,3012073,1
-1,3012074,2
-1,3012083,2
-1,3012093,2
-1,3012099,2
-1,3012105,1
-1,3012107,1
-1,3012111,1
-1,3012112,1
-1,3012114,2
-1,3012116,1
-1,3012119,2
-1,3012120,2
-1,3012121,2
-1,3012126,2
-1,3012127,1
-1,3012130,1
-1,3012133,2
-1,3012134,1
-1,3012135,2
-1,3012137,1
-1,3012139,1
-1,3012140,2
-1,3012141,1
-1,3012145,1
-1,3012146,1
-1,3012149,1
-1,3012150,2
-1,3012151,1
-1,3012155,1
-1,3012160,1
-1,3012163,2
-1,3012164,1
-1,3012165,1
-1,3012169,1
-1,3012172,2
-1,3012173,1
-1,3012174,1
-1,3012175,1
-1,3012176,2
-1,3012177,1
-1,3012179,1
-1,3012180,3
-1,3012181,1
-1,3012182,1
-1,3012183,2
-1,3012184,2
-1,3012186,1
-1,3012187,1
-1,3012190,2
-1,3012193,1
-1,3012194,1
-1,3012195,1
-1,3012199,1
-1,3012202,2
-1,3012203,2
-1,3012204,2
-1,3012211,2
-1,3012212,2
-1,3012216,2
-1,3012217,1
-1,3012218,2
-1,3012220,2
-1,3012221,3
-1,3012223,2
-1,3012226,2
-1,3012229,1
-1,3012234,1
-1,3012239,1
-1,3012240,1
-1,3012242,1
-1,3012248,2
-1,3012251,2
-1,3012254,2
-1,3012257,2
-1,3012258,1
-1,3012259,2
-1,3012260,1
-1,3012268,1
-1,3012270,2
-1,3012272,1
-1,3012287,2
-1,3012288,1
-1,3012289,2
-1,3012290,1
-1,3012291,1
-1,3012293,1
-1,3012295,2
-1,3012297,2
-1,3012298,2
-1,3012304,2
-1,3012305,2
-1,3012312,2
-1,3012314,1
-1,3012316,1
-1,3012319,2
-1,3012325,2
-1,3012326,2
-1,3012327,2
-1,3012328,2
-1,3012330,2
-1,3012335,2
-1,3012336,1
-1,3012337,2
-1,3012338,2
-1,3012344,1
-1,3012348,1
-1,3012352,1
-1,3012354,1
-1,3012362,1
-1,3012367,2
-1,3012369,2
-1,3012372,1
-1,3012373,2
-1,3012375,1
-1,3012376,1
-1,3012377,2
-1,3012378,1
-1,3012380,1
-1,3012381,2
-1,3012389,2
-1,3012392,1
-1,3012397,1
-1,3012398,2
-1,3012399,2
-1,3012401,2
-1,3012405,1
-1,3012407,1
-1,3012409,2
-1,3012415,1
-1,3012422,2
-1,3012424,2
-1,3012427,2
-1,3012428,1
-1,3012430,2
-1,3012433,2
-1,3012439,1
-1,3012442,2
-1,3012443,1
-1,3012447,2
-1,3012448,2
-1,3012450,2
-1,3012452,2
-1,3012453,2
-1,3012454,1
-1,3012457,2
-1,3012465,2
-1,3012467,3
-1,3012471,2
-1,3012472,1
-1,3012478,2
-1,3012479,1
-1,3012481,2
-1,3012483,1
-1,3012484,1
-1,3012486,1
-1,3012488,2
-1,3012493,1
-1,3012494,2
-1,3012499,3
-1,3012502,1
-1,3012504,2
-1,3012507,2
-1,3012512,2
-1,3012513,1
-1,3012515,2
-1,3012521,2
-1,3012522,2
-1,3012524,1
-1,3012525,2
-1,3012527,2
-1,3012528,1
-1,3012535,2
-1,3012536,2
-1,3012537,2
-1,3012538,2
-1,3012539,2
-1,3012542,2
-1,3012545,1
-1,3012546,2
-1,3012547,1
-1,3012552,1
-1,3012556,2
-1,3012558,2
-1,3012562,2
-1,3012566,2
-1,3012567,2
-1,3012568,2
-1,3012569,2
-1,3012571,1
-1,3012580,2
-1,3012588,2
-1,3012589,1
-1,3012594,2
-1,3012599,2
-1,3012602,2
-1,3012604,1
-1,3012605,1
-1,3012609,2
-1,3012610,1
-1,3012614,2
-1,3012616,1
-1,3012617,1
-1,3012620,2
-1,3012623,1
-1,3012624,2
-1,3012631,1
-1,3012634,2
-1,3012637,2
-1,3012641,1
-1,3012645,1
-1,3012651,2
-1,3012655,2
-1,3012656,1
-1,3012661,2
-1,3012663,2
-1,3012667,2
-1,3012669,1
-1,3012673,1
-1,3012674,1
-1,3012675,1
-1,3012676,1
-1,3012679,1
-1,3012683,2
-1,3012685,1
-1,3012686,1
-1,3012689,1
-1,3012692,2
-1,3012699,1
-1,3012703,2
-1,3012706,1
-1,3012712,1
-1,3012725,2
-1,3012732,1
-1,3012739,1
-1,3012741,1
-1,3012744,1
-1,3012747,2
-1,3012748,2
-1,3012749,2
-1,3012753,1
-1,3012755,2
-1,3012768,1
-1,3012769,1
-1,3012770,1
-1,3012773,2
-1,3012774,2
-1,3012775,2
-1,3012777,2
-1,3012778,1
-1,3012786,2
-1,3012787,1
-1,3012788,1
-1,3012790,1
-1,3012795,1
-1,3012797,1
-1,3012803,2
-1,3012807,2
-1,3012815,2
-1,3012819,2
-1,3012821,1
-1,3012824,1
-1,3012825,2
-1,3012826,1
-1,3012827,2
-1,3012828,1
-1,3012829,1
-1,3012832,2
-1,3012836,2
-1,3012839,2
-1,3012843,1
-1,3012851,1
-1,3012852,1
-1,3012858,2
-1,3012860,1
-1,3012861,3
-1,3012862,1
-1,3012863,1
-1,3012865,1
-1,3012866,1
-1,3012867,1
-1,3012868,2
-1,3012869,2
-1,3012871,2
-1,3012873,1
-1,3012874,1
-1,3012875,2
-1,3012876,1
-1,3012877,1
-1,3012878,2
-1,3012880,1
-1,3012881,2
-1,3012882,1
-1,3012883,2
-1,3012886,2
-1,3012887,3
-1,3012888,2
-1,3012890,2
-1,3012894,1
-1,3012896,1
-1,3012902,1
-1,3012903,2
-1,3012904,2
-1,3012905,2
-1,3012907,2
-1,3012908,2
-1,3012914,1
-1,3012916,1
-1,3012920,2
-1,3012922,1
-1,3012923,2
-1,3012926,2
-1,3012927,1
-1,3012929,1
-1,3012931,1
-1,3012938,2
-1,3012941,2
-1,3012946,2
-1,3012955,1
-1,3012957,1
-1,3012959,2
-1,3012962,1
-1,3012969,2
-1,3012975,1
-1,3012979,1
-1,3012983,2
-1,3012985,2
-1,3012986,1
-1,3012990,1
-1,3012992,2
-1,3012993,2
-1,3012995,2
-1,3012996,1
-1,3012998,2
-1,3012999,2
-1,3013002,1
-1,3013003,2
-1,3013005,2
-1,3013008,1
-1,3013012,1
-1,3013016,1
-1,3013018,1
-1,3013023,3
-1,3013032,1
-1,3013036,3
-1,3013039,1
-1,3013045,2
-1,3013048,1
-1,3013050,2
-1,3013051,1
-1,3013055,1
-1,3013056,1
-1,3013058,1
-1,3013076,1
-1,3013092,2
-1,3013093,1
-1,3013095,2
-1,3013104,1
-1,3013105,2
-1,3013106,2
-1,3013122,1
-1,3013127,1
-1,3013136,1
-1,3013140,1
-1,3013142,1
-1,3013146,1
-1,3013152,2
-1,3013155,1
-1,3013156,1
-1,3013157,1
-1,3013158,1
-1,3013162,1
-1,3013170,2
-1,3013171,1
-1,3013172,1
-1,3013175,2
-1,3013176,1
-1,3013180,1
-1,3013182,1
-1,3013183,3
-1,3013187,1
-1,3013188,2
-1,3013190,2
-1,3013202,1
-1,3013210,2
-1,3013214,2
-1,3013216,1
-1,3013220,1
-1,3013232,1
-1,3013234,1
-1,3013238,1
-1,3013244,2
-1,3013246,1
-1,3013247,2
-1,3013248,1
-1,3013249,1
-1,3013250,1
-1,3013251,1
-1,3013253,2
-1,3013255,1
-1,3013257,1
-1,3013261,2
-1,3013262,2
-1,3013263,2
-1,3013265,1
-1,3013266,2
-1,3013274,1
-1,3013277,2
-1,3013278,2
-1,3013279,1
-1,3013280,1
-1,3013282,2
-1,3013285,2
-1,3013289,1
-1,3013292,2
-1,3013300,2
-1,3013312,2
-1,3013324,1
-1,3013330,1
-1,3013333,1
-1,3013334,2
-1,3013345,2
-1,3013346,2
-1,3013351,1
-1,3013355,1
-1,3013357,2
-1,3013358,2
-1,3013359,2
-1,3013363,2
-1,3013364,1
-1,3013366,1
-1,3013371,1
-1,3013372,1
-1,3013379,1
-1,3013385,1
-1,3013389,2
-1,3013400,1
-1,3013402,1
-1,3013409,1
-1,3013416,1
-1,3013420,1
-1,3013423,1
-1,3013430,1
-1,3013433,2
-1,3013434,1
-1,3013436,1
-1,3013437,2
-1,3013440,1
-1,3013445,2
-1,3013446,1
-1,3013453,1
-1,3013454,1
-1,3013458,2
-1,3013461,2
-1,3013462,1
-1,3013465,2
-1,3013467,1
-1,3013470,1
-1,3013471,1
-1,3013472,1
-1,3013474,1
-1,3013475,1
-1,3013477,2
-1,3013479,2
-1,3013480,2
-1,3013481,2
-1,3013483,1
-1,3013485,1
-1,3013488,1
-1,3013489,2
-1,3013491,1
-1,3013495,2
-1,3013497,1
-1,3013499,1
-1,3013500,2
-1,3013504,3
-1,3013506,1
-1,3013508,1
-1,3013510,2
-1,3013511,2
-1,3013513,1
-1,3013515,1
-1,3013520,1
-1,3013527,2
-1,3013528,1
-1,3013530,1
-1,3013531,1
-1,3013533,1
-1,3013536,2
-1,3013538,1
-1,3013540,1
-1,3013541,3
-1,3013545,1
-1,3013547,2
-1,3013548,2
-1,3013552,1
-1,3013558,2
-1,3013561,1
-1,3013562,1
-1,3013571,1
-1,3013578,1
-1,3013580,1
-1,3013586,1
-1,3013593,1
-1,3013596,2
-1,3013599,1
-1,3013600,1
-1,3013603,1
-1,3013604,1
-1,3013605,2
-1,3013606,2
-1,3013609,2
-1,3013610,1
-1,3013613,1
-1,3013615,1
-1,3013616,1
-1,3013617,1
-1,3013624,2
-1,3013632,2
-1,3013638,1
-1,3013639,2
-1,3013640,2
-1,3013642,1
-1,3013643,2
-1,3013645,2
-1,3013649,1
-1,3013650,1
-1,3013653,1
-1,3013655,2
-1,3013656,2
-1,3013660,1
-1,3013665,1
-1,3013667,1
-1,3013668,1
-1,3013669,1
-1,3013670,1
-1,3013675,1
-1,3013690,3
-1,3013692,2
-1,3013693,1
-1,3013699,1
-1,3013703,1
-1,3013707,1
-1,3013708,1
-1,3013710,1
-1,3013714,1
-1,3013718,1
-1,3013721,1
-1,3013722,1
-1,3013732,2
-1,3013737,1
-1,3013744,2
-1,3013746,2
-1,3013747,1
-1,3013748,1
-1,3013751,2
-1,3013764,1
-1,3013769,1
-1,3013771,2
-1,3013782,1
-1,3013789,1
-1,3013790,1
-1,3013792,2
-1,3013793,1
-1,3013795,2
-1,3013796,3
-1,3013800,1
-1,3013814,2
-1,3013820,2
-1,3013821,1
-1,3013828,1
-1,3013829,2
-1,3013830,1
-1,3013831,1
-1,3013833,1
-1,3013834,1
-1,3013835,1
-1,3013837,1
-1,3013843,1
-1,3013845,2
-1,3013846,2
-1,3013851,1
-1,3013856,2
-1,3013864,2
-1,3013882,2
-1,3013884,2
-1,3013887,2
-1,3013889,1
-1,3013890,2
-1,3013894,1
-1,3013903,2
-1,3013911,2
-1,3013912,1
-1,3013913,1
-1,3013915,1
-1,3013923,1
-1,3013926,1
-1,3013927,2
-1,3013929,3
-1,3013933,1
-1,3013934,1
-1,3013936,1
-1,3013940,2
-1,3013941,2
-1,3013943,1
-1,3013944,2
-1,3013950,1
-1,3013951,2
-1,3013952,1
-1,3013953,1
-1,3013955,1
-1,3013956,2
-1,3013957,1
-1,3013958,2
-1,3013960,1
-1,3013962,1
-1,3013964,1
-1,3013966,2
-1,3013967,1
-1,3013969,1
-1,3013970,1
-1,3013971,2
-1,3013972,1
-1,3013973,1
-1,3013976,2
-1,3013981,1
-1,3013984,2
-1,3013986,2
-1,3013992,1
-1,3013997,1
-1,3014004,1
-1,3014014,1
-1,3014015,1
-1,3014017,2
-1,3014035,1
-1,3014053,2
-1,3014059,2
-1,3014060,1
-1,3014066,1
-1,3014067,1
-1,3014068,1
-1,3014073,1
-1,3014074,1
-1,3014079,2
-1,3014080,2
-1,3014081,1
-1,3014082,1
-1,3014090,1
-1,3014092,2
-1,3014096,1
-1,3014101,1
-1,3014102,4
-1,3014103,2
-1,3014109,1
-1,3014111,1
-1,3014112,2
-1,3014113,2
-1,3014114,1
-1,3014117,2
-1,3014119,2
-1,3014121,1
-1,3014127,1
-1,3014128,1
-1,3014129,1
-1,3014131,1
-1,3014135,2
-1,3014136,2
-1,3014137,2
-1,3014138,2
-1,3014141,1
-1,3014142,1
-1,3014144,2
-1,3014145,2
-1,3014147,2
-1,3014148,1
-1,3014151,2
-1,3014165,2
-1,3014171,2
-1,3014174,3
-1,3014175,3
-1,3014185,2
-1,3014192,1
-1,3014194,2
-1,3014197,2
-1,3014199,2
-1,3014204,1
-1,3014207,2
-1,3014208,1
-1,3014212,1
-1,3014221,1
-1,3014222,2
-1,3014230,1
-1,3014231,2
-1,3014232,2
-1,3014239,2
-1,3014245,1
-1,3014250,1
-1,3014252,1
-1,3014253,1
-1,3014255,1
-1,3014258,2
-1,3014259,2
-1,3014260,2
-1,3014261,1
-1,3014265,1
-1,3014267,1
-1,3014268,2
-1,3014269,2
-1,3014271,2
-1,3014274,2
-1,3014276,1
-1,3014277,2
-1,3014279,1
-1,3014280,1
-1,3014290,1
-1,3014296,2
-1,3014297,1
-1,3014306,1
-1,3014308,2
-1,3014311,2
-1,3014316,1
-1,3014328,1
-1,3014332,2
-1,3014336,2
-1,3014338,1
-1,3014342,2
-1,3014348,1
-1,3014373,2
-1,3014378,1
-1,3014383,1
-1,3014386,1
-1,3014388,1
-1,3014389,1
-1,3014390,1
-1,3014391,1
-1,3014394,2
-1,3014395,1
-1,3014399,2
-1,3014403,2
-1,3014405,1
-1,3014406,1
-1,3014409,2
-1,3014414,1
-1,3014415,1
-1,3014416,2
-1,3014418,2
-1,3014422,1
-1,3014425,1
-1,3014426,1
-1,3014427,2
-1,3014429,1
-1,3014430,1
-1,3014436,1
-1,3014439,1
-1,3014441,1
-1,3014442,1
-1,3014443,1
-1,3014445,1
-1,3014449,1
-1,3014457,1
-1,3014461,2
-1,3014464,2
-1,3014475,1
-1,3014476,2
-1,3014477,2
-1,3014485,2
-1,3014488,2
-1,3014489,2
-1,3014493,1
-1,3014508,1
-1,3014517,2
-1,3014518,1
-1,3014519,1
-1,3014521,2
-1,3014525,2
-1,3014526,1
-1,3014528,1
-1,3014529,1
-1,3014533,1
-1,3014535,2
-1,3014537,1
-1,3014538,2
-1,3014542,1
-1,3014544,1
-1,3014545,1
-1,3014547,1
-1,3014549,2
-1,3014552,3
-1,3014553,2
-1,3014558,2
-1,3014559,2
-1,3014562,2
-1,3014563,1
-1,3014565,4
-1,3014566,2
-1,3014567,2
-1,3014569,1
-1,3014570,1
-1,3014572,1
-1,3014573,1
-1,3014575,2
-1,3014578,2
-1,3014579,1
-1,3014580,2
-1,3014581,1
-1,3014582,1
-1,3014584,2
-1,3014585,2
-1,3014586,1
-1,3014587,2
-1,3014588,2
-1,3014589,1
-1,3014591,2
-1,3014592,1
-1,3014593,2
-1,3014594,2
-1,3014595,2
-1,3014596,2
-1,3014597,1
-1,3014599,1
-1,3014600,2
-1,3014601,2
-1,3014602,2
-1,3014604,2
-1,3014605,4
-1,3014606,2
-1,3014607,2
-1,3014608,2
-1,3014610,1
-1,3014614,3
-1,3014615,2
-1,3014616,2
-1,3014617,2
-1,3014619,2
-1,3014620,2
-1,3014621,1
-1,3014627,1
-1,3014630,1
-1,3014634,2
-1,3014636,2
-1,3014639,1
-1,3014640,1
-1,3014642,1
-1,3014644,2
-1,3014646,1
-1,3014647,2
-1,3014649,4
-1,3014657,1
-1,3014662,1
-1,3014664,1
-1,3014673,2
-1,3014677,1
-1,3014688,1
-1,3014689,1
-1,3014697,1
-1,3014699,1
-1,3014705,1
-1,3014710,2
-1,3014714,1
-1,3014719,1
-1,3014727,1
-1,3014729,1
-1,3014732,2
-1,3014734,1
-1,3014738,1
-1,3014742,1
-1,3014748,2
-1,3014750,1
-1,3014753,1
-1,3014754,1
-1,3014755,2
-1,3014756,2
-1,3014758,2
-1,3014760,1
-1,3014763,2
-1,3014765,2
-1,3014769,1
-1,3014771,1
-1,3014773,2
-1,3014776,1
-1,3014784,2
-1,3014785,2
-1,3014804,2
-1,3014805,1
-1,3014807,2
-1,3014821,2
-1,3014823,1
-1,3014824,2
-1,3014825,1
-1,3014826,1
-1,3014829,2
-1,3014831,1
-1,3014834,1
-1,3014835,1
-1,3014837,1
-1,3014838,1
-1,3014839,2
-1,3014846,2
-1,3014851,2
-1,3014854,2
-1,3014858,1
-1,3014860,1
-1,3014862,1
-1,3014866,2
-1,3014872,1
-1,3014876,1
-1,3014877,2
-1,3014879,2
-1,3014881,1
-1,3014882,1
-1,3014883,1
-1,3014890,2
-1,3014891,1
-1,3014892,2
-1,3014893,1
-1,3014895,2
-1,3014897,2
-1,3014899,10
-1,3014900,1
-1,3014901,1
-1,3014904,2
-1,3014905,2
-1,3014906,1
-1,3014907,2
-1,3014909,1
-1,3014910,2
-1,3014911,1
-1,3014921,1
-1,3014925,1
-1,3014927,1
-1,3014933,1
-1,3014937,1
-1,3014942,1
-1,3014943,1
-1,3014950,1
-1,3014951,1
-1,3014965,1
-1,3014966,2
-1,3014976,1
-1,3014981,1
-1,3014984,1
-1,3014988,1
-1,3014993,2
-1,3014995,1
-1,3014996,1
-1,3014999,1
-1,3015007,1
-1,3015008,1
-1,3015011,2
-1,3015012,1
-1,3015014,1
-1,3015016,1
-1,3015024,1
-1,3015027,1
-1,3015029,1
-1,3015032,1
-1,3015033,1
-1,3015034,1
-1,3015039,1
-1,3015040,1
-1,3015041,2
-1,3015042,2
-1,3015043,2
-1,3015044,2
-1,3015045,1
-1,3015048,1
-1,3015049,2
-1,3015050,2
-1,3015053,1
-1,3015054,1
-1,3015059,2
-1,3015060,1
-1,3015063,2
-1,3015066,1
-1,3015067,2
-1,3015071,1
-1,3015082,1
-1,3015085,1
-1,3015088,2
-1,3015091,2
-1,3015098,1
-1,3015102,1
-1,3015107,3
-1,3015109,1
-1,3015110,1
-1,3015111,2
-1,3015113,2
-1,3015114,1
-1,3015115,1
-1,3015118,1
-1,3015120,1
-1,3015121,2
-1,3015122,1
-1,3015123,2
-1,3015125,2
-1,3015126,2
-1,3015127,2
-1,3015130,2
-1,3015132,1
-1,3015138,1
-1,3015139,1
-1,3015140,2
-1,3015141,1
-1,3015142,1
-1,3015143,2
-1,3015144,2
-1,3015147,2
-1,3015148,1
-1,3015149,1
-1,3015152,1
-1,3015153,1
